matiere,annee,num_question,texte_question
physique-chimie,2024,1,Citer les tats de la matire. Illustrez par un schma simple.
physique-chimie,2024,2,Calculer un travail mcanique. Prsentez les avantages et limites.
physique-chimie,2024,3,Expliquer la rfraction. Donnez deux exemples prcis.
physique-chimie,2024,4,Diffrencier masse et poids. Rsumez en quelques lignes.
physique-chimie,2024,5,Calculer une densit. Expliquez selon le programme de finaliste.
physique-chimie,2024,6,Calculer une pression. Expliquez avec un exemple concret.
physique-chimie,2024,7,Citer des mtaux conducteurs. Comparez avec une notion proche.
physique-chimie,2024,8,Expliquer la rfraction. Prsentez les tapes principales.
physique-chimie,2024,9,Dfinir l’vaporation. Expliquez selon le programme de finaliste.
physique-chimie,2024,10,Calculer un travail mcanique. Donnez une application pratique.
physique-chimie,2024,11,Expliquer la fusion. Prsentez les tapes principales.
physique-chimie,2024,12,Citer les tats de la matire. Expliquez selon le programme de finaliste.
physique-chimie,2024,13,Dfinir l’nergie cintique. Donnez deux exemples prcis.
physique-chimie,2024,14,Dfinir une raction chimique. Donnez une application pratique.
physique-chimie,2024,15,Calculer une pression. Expliquez avec un exemple concret.
physique-chimie,2024,16,Dfinir l’vaporation. Donnez une application pratique.
physique-chimie,2024,17,Dfinir la tension lectrique. Prsentez les avantages et limites.
physique-chimie,2024,18,Diffrencier masse et poids. Comparez avec une notion proche.
physique-chimie,2024,19,Dfinir la tension lectrique. Expliquez avec un exemple concret.
physique-chimie,2024,20,Dfinir un acide. Rsumez en quelques lignes.
