matiere,annee,num_question,texte_question
autre,2018,1,Transformer une phrase active en passive. Rsumez en quelques lignes.
autre,2018,2,Diffrencier auteur et narrateur. Donnez une application pratique.
autre,2018,3,Identifier un temps verbal. Donnez une application pratique.
autre,2018,4,Expliquer le rle du narrateur. Expliquez avec un exemple concret.
autre,2018,5,Rdiger un paragraphe argumentatif. Rsumez en quelques lignes.
autre,2018,6,Dfinir le registre soutenu. Donnez une dfinition complte.
autre,2018,7,Diffrencier auteur et narrateur. Rsumez en quelques lignes.
autre,2018,8,Conjuguer un verbe au pass simple. Expliquez avec un exemple concret.
autre,2018,9,Identifier une figure de style. Donnez deux exemples prcis.
autre,2018,10,Identifier un champ lexical. Expliquez avec un exemple concret.
autre,2018,11,Transformer une phrase active en passive. Prsentez les avantages et limites.
autre,2018,12,Donner un antonyme. Illustrez par un schma simple.
autre,2018,13,Dfinir le complment d’objet direct. Expliquez selon le programme de finaliste.
autre,2018,14,Dfinir le registre soutenu. Donnez deux exemples prcis.
autre,2018,15,Identifier une figure de style. Prsentez les tapes principales.
autre,2018,16,Transformer une phrase active en passive. Illustrez par un schma simple.
autre,2018,17,Transformer un discours direct. Donnez une dfinition complte.
autre,2018,18,Dfinir une proposition subordonne. Donnez une application pratique.
autre,2018,19,Rdiger un paragraphe argumentatif. Illustrez par un schma simple.
autre,2018,20,Dfinir le complment d’objet direct. Donnez une dfinition complte.
