matiere,annee,num_question,texte_question
autre,2024,1,Donner un exemple de mtaphore. Donnez deux exemples prcis.
autre,2024,2,Dfinir le registre soutenu. Rsumez en quelques lignes.
autre,2024,3,Identifier un temps verbal. Donnez deux exemples prcis.
autre,2024,4,Conjuguer un verbe au pass simple. Expliquez selon le programme de finaliste.
autre,2024,5,Rdiger un paragraphe argumentatif. Expliquez avec un exemple concret.
autre,2024,6,Donner un antonyme. Prsentez les avantages et limites.
autre,2024,7,Donner un synonyme. Illustrez par un schma simple.
autre,2024,8,Dfinir le registre soutenu. Donnez une application pratique.
autre,2024,9,Former une phrase au conditionnel. Prsentez les tapes principales.
autre,2024,10,Corriger une phrase. Comparez avec une notion proche.
autre,2024,11,Diffrencier auteur et narrateur. Donnez une dfinition complte.
autre,2024,12,Identifier un champ lexical. Donnez une application pratique.
autre,2024,13,Transformer un discours direct. Prsentez les tapes principales.
autre,2024,14,Expliquer le rle du narrateur. Donnez une application pratique.
autre,2024,15,Dfinir le registre soutenu. Donnez une application pratique.
autre,2024,16,Expliquer le rle du narrateur. Prsentez les avantages et limites.
autre,2024,17,Identifier un champ lexical. Donnez une application pratique.
autre,2024,18,Expliquer le rle du narrateur. Illustrez par un schma simple.
autre,2024,19,Identifier une figure de style. Illustrez par un schma simple.
autre,2024,20,Identifier un temps verbal. Comparez avec une notion proche.
