matiere,annee,num_question,texte_question
histoire-géo,2025,1,Citer les royaumes africains anciens. Expliquez avec un exemple concret.
histoire-géo,2025,2,Expliquer l’importance du fleuve Congo. Donnez une application pratique.
histoire-géo,2025,3,Citer les provinces de la RDC. Donnez une dfinition complte.
histoire-géo,2025,4,Dfinir la dmocratie. Prsentez les avantages et limites.
histoire-géo,2025,5,Dfinir la savane. Expliquez avec un exemple concret.
histoire-géo,2025,6,Expliquer le changement climatique. Illustrez par un schma simple.
histoire-géo,2025,7,Citer les provinces de la RDC. Prsentez les avantages et limites.
histoire-géo,2025,8,Dfinir la mondialisation. Rsumez en quelques lignes.
histoire-géo,2025,9,Dfinir la savane. Rsumez en quelques lignes.
histoire-géo,2025,10,Citer les ocans du monde. Donnez deux exemples prcis.
histoire-géo,2025,11,Dfinir un climat tropical. Donnez deux exemples prcis.
histoire-géo,2025,12,Expliquer le rle de l’ONU. Donnez une application pratique.
histoire-géo,2025,13,Dfinir latitude et longitude. Expliquez selon le programme de finaliste.
histoire-géo,2025,14,Dfinir un climat tropical. Prsentez les tapes principales.
histoire-géo,2025,15,Expliquer le rle de l’ONU. Prsentez les avantages et limites.
histoire-géo,2025,16,Expliquer l’importance du fleuve Congo. Prsentez les tapes principales.
histoire-géo,2025,17,Dfinir la colonisation. Rsumez en quelques lignes.
histoire-géo,2025,18,Expliquer l’importance du fleuve Congo. Donnez deux exemples prcis.
histoire-géo,2025,19,Dfinir la dmocratie. Donnez deux exemples prcis.
histoire-géo,2025,20,Dfinir un climat tropical. Prsentez les avantages et limites.
