matiere,annee,num_question,texte_question
histoire-géo,2023,1,Expliquer les migrations. Expliquez selon le programme de finaliste.
histoire-géo,2023,2,Dfinir la dmocratie. Donnez une dfinition complte.
histoire-géo,2023,3,Citer les ocans du monde. Expliquez avec un exemple concret.
histoire-géo,2023,4,Citer les provinces de la RDC. Expliquez selon le programme de finaliste.
histoire-géo,2023,5,Citer les pays voisins de la RDC. Expliquez avec un exemple concret.
histoire-géo,2023,6,Expliquer les consquences de la Seconde Guerre mondiale. Illustrez par un schma simple.
histoire-géo,2023,7,Expliquer les consquences de la Seconde Guerre mondiale. Prsentez les avantages et limites.
histoire-géo,2023,8,Citer les provinces de la RDC. Illustrez par un schma simple.
histoire-géo,2023,9,Dfinir la savane. Rsumez en quelques lignes.
histoire-géo,2023,10,Dfinir la dmocratie. Illustrez par un schma simple.
histoire-géo,2023,11,Citer les provinces de la RDC. Illustrez par un schma simple.
histoire-géo,2023,12,Dfinir latitude et longitude. Prsentez les avantages et limites.
histoire-géo,2023,13,Expliquer l’urbanisation. Comparez avec une notion proche.
histoire-géo,2023,14,Citer les pays voisins de la RDC. Rsumez en quelques lignes.
histoire-géo,2023,15,Citer les causes de la Premire Guerre mondiale. Comparez avec une notion proche.
histoire-géo,2023,16,Citer les ressources minires de la RDC. Donnez une dfinition complte.
histoire-géo,2023,17,Expliquer les consquences de la Seconde Guerre mondiale. Donnez une dfinition complte.
histoire-géo,2023,18,Expliquer l’importance du fleuve Congo. Expliquez avec un exemple concret.
histoire-géo,2023,19,Expliquer le rle de l’ONU. Illustrez par un schma simple.
histoire-géo,2023,20,Expliquer l’importance du fleuve Congo. Donnez une dfinition complte.
