matiere,annee,num_question,texte_question
physique-chimie,2020,1,Dfinir la gravitation. Donnez deux exemples prcis.
physique-chimie,2020,2,Diffrencier masse et poids. Expliquez selon le programme de finaliste.
physique-chimie,2020,3,Dfinir une raction chimique. Prsentez les avantages et limites.
physique-chimie,2020,4,Diffrencier masse et poids. Comparez avec une notion proche.
physique-chimie,2020,5,Dfinir une raction chimique. Expliquez avec un exemple concret.
physique-chimie,2020,6,Dfinir la gravitation. Prsentez les tapes principales.
physique-chimie,2020,7,Dfinir un acide. Expliquez avec un exemple concret.
physique-chimie,2020,8,noncer la loi d’Ohm. Donnez une application pratique.
physique-chimie,2020,9,Expliquer la rfraction. Expliquez avec un exemple concret.
physique-chimie,2020,10,Dfinir un atome. Prsentez les tapes principales.
physique-chimie,2020,11,Calculer une densit. Donnez deux exemples prcis.
physique-chimie,2020,12,Expliquer la rfraction. Expliquez selon le programme de finaliste.
physique-chimie,2020,13,Dfinir la tension lectrique. Donnez deux exemples prcis.
physique-chimie,2020,14,Calculer une pression. Donnez deux exemples prcis.
physique-chimie,2020,15,Dfinir la vitesse. Rsumez en quelques lignes.
physique-chimie,2020,16,Diffrencier masse et poids. Donnez une application pratique.
physique-chimie,2020,17,Citer les tats de la matire. Donnez une dfinition complte.
physique-chimie,2020,18,Dfinir l’nergie cintique. Donnez une dfinition complte.
physique-chimie,2020,19,Dfinir l’vaporation. Comparez avec une notion proche.
physique-chimie,2020,20,Dfinir la tension lectrique. Donnez deux exemples prcis.
