matiere,annee,num_question,texte_question
mathématiques,2024,1,Rsoudre une quation logarithmique. Illustrez par un schma simple.
mathématiques,2024,2,Factoriser une expression. Illustrez par un schma simple.
mathématiques,2024,3,Dvelopper une expression. Prsentez les tapes principales.
mathématiques,2024,4,Calculer une aire. Comparez avec une notion proche.
mathématiques,2024,5,Dterminer une image par fonction. Prsentez les avantages et limites.
mathématiques,2024,6,Rsoudre un systme d’quations. Comparez avec une notion proche.
mathématiques,2024,7,Calculer une aire. Donnez une dfinition complte.
mathématiques,2024,8,Rsoudre une quation logarithmique. Expliquez selon le programme de finaliste.
mathématiques,2024,9,Dterminer une image par fonction. Illustrez par un schma simple.
mathématiques,2024,10,Rsoudre une quation du second degr. Donnez une dfinition complte.
mathématiques,2024,11,Calculer une limite. Donnez une application pratique.
mathématiques,2024,12,Rsoudre un systme d’quations. Donnez deux exemples prcis.
mathématiques,2024,13,Calculer le discriminant. Comparez avec une notion proche.
mathématiques,2024,14,Tracer un tableau de signe. Illustrez par un schma simple.
mathématiques,2024,15,Dterminer une primitive. Donnez une dfinition complte.
mathématiques,2024,16,Tracer un tableau de signe. Expliquez selon le programme de finaliste.
mathématiques,2024,17,Dterminer une primitive. Donnez une dfinition complte.
mathématiques,2024,18,Calculer un volume. Rsumez en quelques lignes.
mathématiques,2024,19,Dterminer une quation de droite. Comparez avec une notion proche.
mathématiques,2024,20,Calculer une drive simple. Rsumez en quelques lignes.
