matiere,annee,num_question,texte_question
physique-chimie,2020,1,Diffrencier masse et poids. Prsentez les avantages et limites.
physique-chimie,2020,2,Calculer un travail mcanique. Donnez une dfinition complte.
physique-chimie,2020,3,Expliquer la rfraction. Expliquez avec un exemple concret.
physique-chimie,2020,4,Citer les tats de la matire. Donnez deux exemples prcis.
physique-chimie,2020,5,Expliquer la rfraction. Prsentez les tapes principales.
physique-chimie,2020,6,Expliquer la fusion. Donnez deux exemples prcis.
physique-chimie,2020,7,Donner la composition du noyau. Donnez une application pratique.
physique-chimie,2020,8,Dfinir la gravitation. Donnez deux exemples prcis.
physique-chimie,2020,9,Dfinir la tension lectrique. Expliquez selon le programme de finaliste.
physique-chimie,2020,10,Calculer une densit. Rsumez en quelques lignes.
physique-chimie,2020,11,Expliquer la fusion. Donnez une application pratique.
physique-chimie,2020,12,Calculer une pression. Illustrez par un schma simple.
physique-chimie,2020,13,Calculer une densit. Prsentez les tapes principales.
physique-chimie,2020,14,Citer les tats de la matire. Prsentez les tapes principales.
physique-chimie,2020,15,Citer des mtaux conducteurs. Donnez une application pratique.
physique-chimie,2020,16,Calculer une densit. Expliquez selon le programme de finaliste.
physique-chimie,2020,17,Dfinir l’nergie cintique. Comparez avec une notion proche.
physique-chimie,2020,18,Expliquer la rfraction. Prsentez les tapes principales.
physique-chimie,2020,19,Dfinir l’nergie cintique. Donnez une application pratique.
physique-chimie,2020,20,Donner la formule de la puissance lectrique. Expliquez avec un exemple concret.
