matiere,annee,num_question,texte_question
histoire-géo,2018,1,Citer les ocans du monde. Expliquez selon le programme de finaliste.
histoire-géo,2018,2,Expliquer le changement climatique. Prsentez les tapes principales.
histoire-géo,2018,3,Expliquer l’urbanisation. Prsentez les avantages et limites.
histoire-géo,2018,4,Dfinir une carte gographique. Expliquez selon le programme de finaliste.
histoire-géo,2018,5,Citer des organisations internationales. Donnez une application pratique.
histoire-géo,2018,6,Expliquer le changement climatique. Donnez une dfinition complte.
histoire-géo,2018,7,Citer les royaumes africains anciens. Comparez avec une notion proche.
histoire-géo,2018,8,Expliquer l’importance du fleuve Congo. Rsumez en quelques lignes.
histoire-géo,2018,9,Citer les royaumes africains anciens. Comparez avec une notion proche.
histoire-géo,2018,10,Dfinir la mondialisation. Donnez une dfinition complte.
histoire-géo,2018,11,Dfinir la dmocratie. Expliquez avec un exemple concret.
histoire-géo,2018,12,Expliquer l’importance du fleuve Congo. Comparez avec une notion proche.
histoire-géo,2018,13,Expliquer les migrations. Prsentez les avantages et limites.
histoire-géo,2018,14,Citer les pays voisins de la RDC. Donnez une application pratique.
histoire-géo,2018,15,Dfinir la savane. Rsumez en quelques lignes.
histoire-géo,2018,16,Citer les ocans du monde. Prsentez les tapes principales.
histoire-géo,2018,17,Dfinir une carte gographique. Donnez une dfinition complte.
histoire-géo,2018,18,Dfinir la savane. Donnez deux exemples prcis.
histoire-géo,2018,19,Dfinir une carte gographique. Donnez une dfinition complte.
histoire-géo,2018,20,Citer les ressources minires de la RDC. Expliquez selon le programme de finaliste.
