matiere,annee,num_question,texte_question
mathématiques,2024,1,noncer le thorme de Pythagore. Prsentez les tapes principales.
mathématiques,2024,2,Factoriser une expression. Expliquez avec un exemple concret.
mathématiques,2024,3,Rsoudre une quation logarithmique. Prsentez les avantages et limites.
mathématiques,2024,4,Factoriser une expression. Comparez avec une notion proche.
mathématiques,2024,5,Factoriser une expression. Donnez une application pratique.
mathématiques,2024,6,Calculer une moyenne. Donnez une dfinition complte.
mathématiques,2024,7,Dterminer une image par fonction. Expliquez avec un exemple concret.
mathématiques,2024,8,Rsoudre une inquation. Prsentez les tapes principales.
mathématiques,2024,9,Rsoudre un systme d’quations. Prsentez les avantages et limites.
mathématiques,2024,10,noncer le thorme de Pythagore. Donnez une application pratique.
mathématiques,2024,11,Rsoudre une quation logarithmique. Prsentez les tapes principales.
mathématiques,2024,12,Calculer un sinus. Rsumez en quelques lignes.
mathématiques,2024,13,Rsoudre une quation logarithmique. Prsentez les avantages et limites.
mathématiques,2024,14,Calculer un sinus. Prsentez les tapes principales.
mathématiques,2024,15,Calculer une aire. Expliquez selon le programme de finaliste.
mathématiques,2024,16,Tracer un tableau de signe. Expliquez avec un exemple concret.
mathématiques,2024,17,Calculer une limite. Prsentez les avantages et limites.
mathématiques,2024,18,Calculer une aire. Prsentez les avantages et limites.
mathématiques,2024,19,Dvelopper une expression. Illustrez par un schma simple.
mathématiques,2024,20,Calculer une aire. Donnez une application pratique.
