matiere,annee,num_question,texte_question
mathématiques,2019,1,Dfinir une suite arithmtique. Expliquez avec un exemple concret.
mathématiques,2019,2,Dterminer une image par fonction. Prsentez les tapes principales.
mathématiques,2019,3,Tracer un tableau de signe. Expliquez avec un exemple concret.
mathématiques,2019,4,noncer le thorme de Pythagore. Expliquez avec un exemple concret.
mathématiques,2019,5,Dvelopper une expression. Donnez une application pratique.
mathématiques,2019,6,Factoriser une expression. Expliquez avec un exemple concret.
mathématiques,2019,7,noncer le thorme de Pythagore. Rsumez en quelques lignes.
mathématiques,2019,8,Calculer une drive simple. Rsumez en quelques lignes.
mathématiques,2019,9,Calculer une aire. Donnez une application pratique.
mathématiques,2019,10,Calculer un sinus. Prsentez les tapes principales.
mathématiques,2019,11,Calculer une aire. Donnez une application pratique.
mathématiques,2019,12,Rsoudre une quation logarithmique. Prsentez les avantages et limites.
mathématiques,2019,13,Factoriser une expression. Expliquez selon le programme de finaliste.
mathématiques,2019,14,Rsoudre un systme d’quations. Prsentez les tapes principales.
mathématiques,2019,15,noncer le thorme de Pythagore. Rsumez en quelques lignes.
mathématiques,2019,16,Calculer un volume. Expliquez selon le programme de finaliste.
mathématiques,2019,17,Dterminer une image par fonction. Prsentez les avantages et limites.
mathématiques,2019,18,Dfinir une suite gomtrique. Expliquez selon le programme de finaliste.
mathématiques,2019,19,Rsoudre une inquation. Prsentez les tapes principales.
mathématiques,2019,20,Calculer le discriminant. Expliquez selon le programme de finaliste.
