matiere,annee,num_question,texte_question
physique-chimie,2019,1,Dfinir l’nergie cintique. Expliquez avec un exemple concret.
physique-chimie,2019,2,noncer la loi d’Ohm. Expliquez selon le programme de finaliste.
physique-chimie,2019,3,Expliquer la rfraction. Donnez deux exemples prcis.
physique-chimie,2019,4,Expliquer la fusion. Prsentez les avantages et limites.
physique-chimie,2019,5,Dfinir l’vaporation. Donnez une application pratique.
physique-chimie,2019,6,Dfinir une raction chimique. Donnez une application pratique.
physique-chimie,2019,7,Calculer un travail mcanique. Donnez une application pratique.
physique-chimie,2019,8,Dfinir un atome. Prsentez les tapes principales.
physique-chimie,2019,9,Dfinir l’nergie cintique. Expliquez avec un exemple concret.
physique-chimie,2019,10,Dfinir la vitesse. Illustrez par un schma simple.
physique-chimie,2019,11,Dfinir la tension lectrique. Rsumez en quelques lignes.
physique-chimie,2019,12,Donner la formule de la puissance lectrique. Donnez deux exemples prcis.
physique-chimie,2019,13,Expliquer la rfraction. Prsentez les avantages et limites.
physique-chimie,2019,14,Dfinir un acide. Rsumez en quelques lignes.
physique-chimie,2019,15,Dfinir la vitesse. Prsentez les tapes principales.
physique-chimie,2019,16,Calculer une densit. Illustrez par un schma simple.
physique-chimie,2019,17,quilibrer une quation chimique. Rsumez en quelques lignes.
physique-chimie,2019,18,Dfinir l’vaporation. Prsentez les tapes principales.
physique-chimie,2019,19,Dfinir l’nergie cintique. Donnez deux exemples prcis.
physique-chimie,2019,20,Dfinir la vitesse. Rsumez en quelques lignes.
