matiere,annee,num_question,texte_question
physique-chimie,2020,1,Dfinir l’nergie cintique. Illustrez par un schma simple.
physique-chimie,2020,2,Dfinir la vitesse. Illustrez par un schma simple.
physique-chimie,2020,3,Diffrencier masse et poids. Expliquez selon le programme de finaliste.
physique-chimie,2020,4,Calculer un travail mcanique. Comparez avec une notion proche.
physique-chimie,2020,5,Dfinir une raction chimique. Donnez deux exemples prcis.
physique-chimie,2020,6,Dfinir la tension lectrique. Donnez une application pratique.
physique-chimie,2020,7,Dfinir une raction chimique. Donnez une application pratique.
physique-chimie,2020,8,Dfinir l’vaporation. Donnez une dfinition complte.
physique-chimie,2020,9,quilibrer une quation chimique. Donnez deux exemples prcis.
physique-chimie,2020,10,Dfinir la tension lectrique. Prsentez les tapes principales.
physique-chimie,2020,11,Expliquer la rfraction. Illustrez par un schma simple.
physique-chimie,2020,12,Dfinir l’nergie cintique. Prsentez les tapes principales.
physique-chimie,2020,13,Expliquer la fusion. Expliquez selon le programme de finaliste.
physique-chimie,2020,14,Calculer un travail mcanique. Expliquez avec un exemple concret.
physique-chimie,2020,15,Dfinir la vitesse. Expliquez selon le programme de finaliste.
physique-chimie,2020,16,Calculer un travail mcanique. Rsumez en quelques lignes.
physique-chimie,2020,17,noncer la loi d’Ohm. Donnez deux exemples prcis.
physique-chimie,2020,18,Calculer une pression. Donnez une dfinition complte.
physique-chimie,2020,19,Donner la formule de la puissance lectrique. Expliquez avec un exemple concret.
physique-chimie,2020,20,Donner la formule de la puissance lectrique. Donnez une dfinition complte.
