matiere,annee,num_question,texte_question
histoire-géo,2018,1,Expliquer les consquences de la Seconde Guerre mondiale. Prsentez les tapes principales.
histoire-géo,2018,2,Citer les provinces de la RDC. Expliquez avec un exemple concret.
histoire-géo,2018,3,Dfinir latitude et longitude. Illustrez par un schma simple.
histoire-géo,2018,4,Dfinir une carte gographique. Comparez avec une notion proche.
histoire-géo,2018,5,Expliquer les migrations. Prsentez les avantages et limites.
histoire-géo,2018,6,Expliquer l’urbanisation. Prsentez les tapes principales.
histoire-géo,2018,7,Citer les ocans du monde. Prsentez les tapes principales.
histoire-géo,2018,8,Citer les ressources minires de la RDC. Expliquez avec un exemple concret.
histoire-géo,2018,9,Expliquer les migrations. Expliquez selon le programme de finaliste.
histoire-géo,2018,10,Dfinir un climat tropical. Illustrez par un schma simple.
histoire-géo,2018,11,Expliquer l’importance du fleuve Congo. Expliquez avec un exemple concret.
histoire-géo,2018,12,Dfinir la dmocratie. Illustrez par un schma simple.
histoire-géo,2018,13,Dfinir la colonisation. Expliquez avec un exemple concret.
histoire-géo,2018,14,Expliquer l’urbanisation. Expliquez avec un exemple concret.
histoire-géo,2018,15,Citer des organisations internationales. Expliquez selon le programme de finaliste.
histoire-géo,2018,16,Expliquer l’urbanisation. Illustrez par un schma simple.
histoire-géo,2018,17,Dfinir une carte gographique. Prsentez les avantages et limites.
histoire-géo,2018,18,Citer les causes de la Premire Guerre mondiale. Prsentez les tapes principales.
histoire-géo,2018,19,Expliquer les migrations. Expliquez selon le programme de finaliste.
histoire-géo,2018,20,Expliquer les consquences de la Seconde Guerre mondiale. Rsumez en quelques lignes.
