matiere,annee,num_question,texte_question
mathématiques,2022,1,Rsoudre une quation logarithmique. Expliquez selon le programme de finaliste.
mathématiques,2022,2,Calculer le discriminant. Prsentez les avantages et limites.
mathématiques,2022,3,Calculer le discriminant. Comparez avec une notion proche.
mathématiques,2022,4,Factoriser une expression. Donnez deux exemples prcis.
mathématiques,2022,5,Rsoudre une quation du second degr. Prsentez les tapes principales.
mathématiques,2022,6,Factoriser une expression. Illustrez par un schma simple.
mathématiques,2022,7,Calculer un volume. Comparez avec une notion proche.
mathématiques,2022,8,Dvelopper une expression. Expliquez avec un exemple concret.
mathématiques,2022,9,Dfinir une suite gomtrique. Prsentez les avantages et limites.
mathématiques,2022,10,Calculer une limite. Prsentez les avantages et limites.
mathématiques,2022,11,Tracer un tableau de signe. Donnez deux exemples prcis.
mathématiques,2022,12,Calculer le discriminant. Rsumez en quelques lignes.
mathématiques,2022,13,Rsoudre un systme d’quations. Donnez une dfinition complte.
mathématiques,2022,14,Calculer une moyenne. Expliquez avec un exemple concret.
mathématiques,2022,15,Calculer un sinus. Comparez avec une notion proche.
mathématiques,2022,16,Calculer une limite. Expliquez avec un exemple concret.
mathématiques,2022,17,Tracer un tableau de signe. Donnez une dfinition complte.
mathématiques,2022,18,Calculer une moyenne. Expliquez selon le programme de finaliste.
mathématiques,2022,19,Calculer une aire. Illustrez par un schma simple.
mathématiques,2022,20,Calculer une limite. Donnez une dfinition complte.
