matiere,annee,num_question,texte_question
autre,2020,1,Donner un antonyme. Donnez deux exemples prcis.
autre,2020,2,Donner un antonyme. Donnez deux exemples prcis.
autre,2020,3,Donner un antonyme. Donnez une dfinition complte.
autre,2020,4,Donner un antonyme. Donnez une dfinition complte.
autre,2020,5,Accorder un participe pass. Expliquez selon le programme de finaliste.
autre,2020,6,Corriger une phrase. Donnez deux exemples prcis.
autre,2020,7,Donner un synonyme. Donnez une application pratique.
autre,2020,8,Accorder un participe pass. Donnez une dfinition complte.
autre,2020,9,Dfinir le registre soutenu. Rsumez en quelques lignes.
autre,2020,10,Expliquer le rle du narrateur. Prsentez les avantages et limites.
autre,2020,11,Dfinir le genre thtral. Prsentez les avantages et limites.
autre,2020,12,Donner un exemple de mtaphore. Expliquez selon le programme de finaliste.
autre,2020,13,Accorder un participe pass. Prsentez les tapes principales.
autre,2020,14,Donner un synonyme. Donnez une dfinition complte.
autre,2020,15,Identifier une figure de style. Illustrez par un schma simple.
autre,2020,16,Identifier un temps verbal. Donnez une application pratique.
autre,2020,17,Conjuguer un verbe au pass simple. Donnez une application pratique.
autre,2020,18,Dfinir le genre thtral. Donnez deux exemples prcis.
autre,2020,19,Dfinir le registre soutenu. Illustrez par un schma simple.
autre,2020,20,Former une phrase au conditionnel. Donnez une dfinition complte.
