matiere,annee,num_question,texte_question
physique-chimie,2019,1,Donner la formule de la puissance lectrique. Rsumez en quelques lignes.
physique-chimie,2019,2,Dfinir un atome. Donnez deux exemples prcis.
physique-chimie,2019,3,noncer la loi d’Ohm. Donnez une application pratique.
physique-chimie,2019,4,Dfinir une raction chimique. Donnez deux exemples prcis.
physique-chimie,2019,5,noncer la loi d’Ohm. Illustrez par un schma simple.
physique-chimie,2019,6,Dfinir la vitesse. Expliquez avec un exemple concret.
physique-chimie,2019,7,Dfinir l’vaporation. Donnez une dfinition complte.
physique-chimie,2019,8,Dfinir l’nergie cintique. Rsumez en quelques lignes.
physique-chimie,2019,9,Expliquer la rfraction. Donnez deux exemples prcis.
physique-chimie,2019,10,Dfinir la gravitation. Donnez une application pratique.
physique-chimie,2019,11,noncer la loi d’Ohm. Illustrez par un schma simple.
physique-chimie,2019,12,Dfinir l’nergie cintique. Prsentez les tapes principales.
physique-chimie,2019,13,Calculer un travail mcanique. Rsumez en quelques lignes.
physique-chimie,2019,14,quilibrer une quation chimique. Expliquez selon le programme de finaliste.
physique-chimie,2019,15,Expliquer la fusion. Expliquez avec un exemple concret.
physique-chimie,2019,16,Citer les tats de la matire. Rsumez en quelques lignes.
physique-chimie,2019,17,Calculer un travail mcanique. Expliquez avec un exemple concret.
physique-chimie,2019,18,Dfinir la tension lectrique. Rsumez en quelques lignes.
physique-chimie,2019,19,Dfinir la tension lectrique. Donnez deux exemples prcis.
physique-chimie,2019,20,Calculer une pression. Expliquez selon le programme de finaliste.
