matiere,annee,num_question,texte_question
physique-chimie,2020,1,quilibrer une quation chimique. Donnez une dfinition complte.
physique-chimie,2020,2,Dfinir un atome. Donnez une application pratique.
physique-chimie,2020,3,Dfinir un atome. Illustrez par un schma simple.
physique-chimie,2020,4,Dfinir une raction chimique. Donnez une dfinition complte.
physique-chimie,2020,5,Diffrencier masse et poids. Illustrez par un schma simple.
physique-chimie,2020,6,Diffrencier masse et poids. Donnez deux exemples prcis.
physique-chimie,2020,7,Diffrencier masse et poids. Prsentez les tapes principales.
physique-chimie,2020,8,Citer les tats de la matire. Comparez avec une notion proche.
physique-chimie,2020,9,Dfinir une raction chimique. Prsentez les tapes principales.
physique-chimie,2020,10,Calculer une densit. Rsumez en quelques lignes.
physique-chimie,2020,11,Dfinir une raction chimique. Comparez avec une notion proche.
physique-chimie,2020,12,Donner la formule de la puissance lectrique. Expliquez selon le programme de finaliste.
physique-chimie,2020,13,Expliquer la fusion. Rsumez en quelques lignes.
physique-chimie,2020,14,quilibrer une quation chimique. Rsumez en quelques lignes.
physique-chimie,2020,15,quilibrer une quation chimique. Rsumez en quelques lignes.
physique-chimie,2020,16,Calculer une pression. Illustrez par un schma simple.
physique-chimie,2020,17,Calculer un travail mcanique. Donnez deux exemples prcis.
physique-chimie,2020,18,Donner la formule de la puissance lectrique. Rsumez en quelques lignes.
physique-chimie,2020,19,Expliquer la fusion. Comparez avec une notion proche.
physique-chimie,2020,20,Dfinir l’vaporation. Expliquez avec un exemple concret.
