matiere,annee,num_question,texte_question
autre,2025,1,Rdiger un paragraphe argumentatif. Comparez avec une notion proche.
autre,2025,2,Identifier un temps verbal. Comparez avec une notion proche.
autre,2025,3,Accorder un participe pass. Illustrez par un schma simple.
autre,2025,4,Donner un synonyme. Illustrez par un schma simple.
autre,2025,5,Donner un antonyme. Prsentez les avantages et limites.
autre,2025,6,Conjuguer un verbe au pass simple. Donnez une dfinition complte.
autre,2025,7,Dfinir le genre thtral. Rsumez en quelques lignes.
autre,2025,8,Donner un antonyme. Expliquez selon le programme de finaliste.
autre,2025,9,Former une phrase au conditionnel. Comparez avec une notion proche.
autre,2025,10,Diffrencier auteur et narrateur. Donnez deux exemples prcis.
autre,2025,11,Dfinir le registre soutenu. Donnez une application pratique.
autre,2025,12,Diffrencier auteur et narrateur. Donnez une dfinition complte.
autre,2025,13,Conjuguer un verbe au pass simple. Illustrez par un schma simple.
autre,2025,14,Rdiger une introduction. Donnez une application pratique.
autre,2025,15,Corriger une phrase. Donnez une dfinition complte.
autre,2025,16,Dfinir une proposition subordonne. Comparez avec une notion proche.
autre,2025,17,Identifier un temps verbal. Prsentez les avantages et limites.
autre,2025,18,Donner un synonyme. Donnez deux exemples prcis.
autre,2025,19,Expliquer le rle du narrateur. Prsentez les tapes principales.
autre,2025,20,Dfinir le complment d’objet direct. Donnez une dfinition complte.
