matiere,annee,num_question,texte_question
autre,2024,1,Accorder un participe pass. Donnez une application pratique.
autre,2024,2,Donner un exemple de mtaphore. Rsumez en quelques lignes.
autre,2024,3,Transformer une phrase active en passive. Expliquez selon le programme de finaliste.
autre,2024,4,Transformer un discours direct. Prsentez les tapes principales.
autre,2024,5,Dfinir une proposition subordonne. Donnez une dfinition complte.
autre,2024,6,Rdiger un paragraphe argumentatif. Donnez deux exemples prcis.
autre,2024,7,Transformer une phrase active en passive. Donnez une dfinition complte.
autre,2024,8,Expliquer le rle du narrateur. Donnez deux exemples prcis.
autre,2024,9,Identifier un temps verbal. Illustrez par un schma simple.
autre,2024,10,Dfinir le genre thtral. Comparez avec une notion proche.
autre,2024,11,Dfinir une proposition subordonne. Prsentez les avantages et limites.
autre,2024,12,Identifier une figure de style. Illustrez par un schma simple.
autre,2024,13,Former une phrase au conditionnel. Prsentez les avantages et limites.
autre,2024,14,Rdiger un paragraphe argumentatif. Donnez une dfinition complte.
autre,2024,15,Accorder un participe pass. Rsumez en quelques lignes.
autre,2024,16,Corriger une phrase. Prsentez les avantages et limites.
autre,2024,17,Identifier un champ lexical. Expliquez avec un exemple concret.
autre,2024,18,Transformer un discours direct. Donnez deux exemples prcis.
autre,2024,19,Accorder un participe pass. Expliquez avec un exemple concret.
autre,2024,20,Donner un exemple de mtaphore. Donnez une application pratique.
