matiere,annee,num_question,texte_question
physique-chimie,2022,1,Dfinir la vitesse. Expliquez avec un exemple concret.
physique-chimie,2022,2,Diffrencier masse et poids. Donnez une dfinition complte.
physique-chimie,2022,3,Dfinir l’nergie cintique. Rsumez en quelques lignes.
physique-chimie,2022,4,Citer des mtaux conducteurs. Expliquez avec un exemple concret.
physique-chimie,2022,5,Dfinir un atome. Prsentez les tapes principales.
physique-chimie,2022,6,Dfinir un atome. Rsumez en quelques lignes.
physique-chimie,2022,7,Dfinir un atome. Comparez avec une notion proche.
physique-chimie,2022,8,Donner la formule de la puissance lectrique. Donnez deux exemples prcis.
physique-chimie,2022,9,Calculer une densit. Donnez une application pratique.
physique-chimie,2022,10,quilibrer une quation chimique. Prsentez les tapes principales.
physique-chimie,2022,11,Diffrencier masse et poids. Donnez une dfinition complte.
physique-chimie,2022,12,Dfinir la gravitation. Donnez une application pratique.
physique-chimie,2022,13,Diffrencier masse et poids. Illustrez par un schma simple.
physique-chimie,2022,14,Donner la formule de la puissance lectrique. Rsumez en quelques lignes.
physique-chimie,2022,15,Calculer une pression. Prsentez les tapes principales.
physique-chimie,2022,16,Donner la composition du noyau. Donnez deux exemples prcis.
physique-chimie,2022,17,Calculer une pression. Donnez une dfinition complte.
physique-chimie,2022,18,Calculer un travail mcanique. Prsentez les avantages et limites.
physique-chimie,2022,19,Donner la formule de la puissance lectrique. Prsentez les tapes principales.
physique-chimie,2022,20,Dfinir la gravitation. Rsumez en quelques lignes.
