matiere,annee,num_question,texte_question
physique-chimie,2024,1,Donner la formule de la puissance lectrique. Rsumez en quelques lignes.
physique-chimie,2024,2,Calculer une densit. Expliquez selon le programme de finaliste.
physique-chimie,2024,3,quilibrer une quation chimique. Illustrez par un schma simple.
physique-chimie,2024,4,Dfinir un atome. Prsentez les avantages et limites.
physique-chimie,2024,5,Calculer une densit. Prsentez les avantages et limites.
physique-chimie,2024,6,Dfinir un acide. Illustrez par un schma simple.
physique-chimie,2024,7,Dfinir l’nergie cintique. Donnez deux exemples prcis.
physique-chimie,2024,8,Dfinir l’nergie cintique. Illustrez par un schma simple.
physique-chimie,2024,9,Citer les tats de la matire. Donnez deux exemples prcis.
physique-chimie,2024,10,Dfinir un acide. Comparez avec une notion proche.
physique-chimie,2024,11,Dfinir la tension lectrique. Rsumez en quelques lignes.
physique-chimie,2024,12,Expliquer la rfraction. Expliquez selon le programme de finaliste.
physique-chimie,2024,13,Calculer une densit. Expliquez selon le programme de finaliste.
physique-chimie,2024,14,Dfinir la vitesse. Prsentez les avantages et limites.
physique-chimie,2024,15,Calculer une pression. Donnez deux exemples prcis.
physique-chimie,2024,16,Dfinir la gravitation. Prsentez les avantages et limites.
physique-chimie,2024,17,Citer les tats de la matire. Comparez avec une notion proche.
physique-chimie,2024,18,Dfinir un atome. Expliquez selon le programme de finaliste.
physique-chimie,2024,19,Dfinir un atome. Prsentez les tapes principales.
physique-chimie,2024,20,Donner la formule de la puissance lectrique. Rsumez en quelques lignes.
