matiere,annee,num_question,texte_question
histoire-géo,2021,1,Expliquer le rle de l’ONU. Prsentez les avantages et limites.
histoire-géo,2021,2,Dfinir la dmocratie. Donnez deux exemples prcis.
histoire-géo,2021,3,Dfinir la colonisation. Donnez deux exemples prcis.
histoire-géo,2021,4,Citer les royaumes africains anciens. Donnez une dfinition complte.
histoire-géo,2021,5,Dfinir latitude et longitude. Expliquez avec un exemple concret.
histoire-géo,2021,6,Expliquer les consquences de la Seconde Guerre mondiale. Donnez une application pratique.
histoire-géo,2021,7,Citer les royaumes africains anciens. Prsentez les tapes principales.
histoire-géo,2021,8,Citer les causes de la Premire Guerre mondiale. Expliquez selon le programme de finaliste.
histoire-géo,2021,9,Dfinir latitude et longitude. Expliquez avec un exemple concret.
histoire-géo,2021,10,Citer les provinces de la RDC. Prsentez les avantages et limites.
histoire-géo,2021,11,Citer les ressources minires de la RDC. Prsentez les tapes principales.
histoire-géo,2021,12,Expliquer les consquences de la Seconde Guerre mondiale. Expliquez avec un exemple concret.
histoire-géo,2021,13,Dfinir la colonisation. Expliquez avec un exemple concret.
histoire-géo,2021,14,Dfinir un climat tropical. Expliquez selon le programme de finaliste.
histoire-géo,2021,15,Citer les royaumes africains anciens. Donnez deux exemples prcis.
histoire-géo,2021,16,Citer les ocans du monde. Prsentez les tapes principales.
histoire-géo,2021,17,Dfinir la savane. Donnez une dfinition complte.
histoire-géo,2021,18,Expliquer les consquences de la Seconde Guerre mondiale. Prsentez les avantages et limites.
histoire-géo,2021,19,Citer les ressources minires de la RDC. Expliquez selon le programme de finaliste.
histoire-géo,2021,20,Dfinir la mondialisation. Donnez une application pratique.
