matiere,annee,num_question,texte_question
mathématiques,2020,1,Calculer une limite. Donnez une application pratique.
mathématiques,2020,2,Tracer un tableau de signe. Rsumez en quelques lignes.
mathématiques,2020,3,Dvelopper une expression. Comparez avec une notion proche.
mathématiques,2020,4,Rsoudre une quation logarithmique. Donnez une dfinition complte.
mathématiques,2020,5,Calculer une moyenne. Prsentez les avantages et limites.
mathématiques,2020,6,Calculer un volume. Prsentez les avantages et limites.
mathématiques,2020,7,Calculer une drive simple. Rsumez en quelques lignes.
mathématiques,2020,8,Dfinir une suite arithmtique. Expliquez avec un exemple concret.
mathématiques,2020,9,Rsoudre une quation logarithmique. Rsumez en quelques lignes.
mathématiques,2020,10,Calculer une drive simple. Expliquez avec un exemple concret.
mathématiques,2020,11,Dterminer une quation de droite. Rsumez en quelques lignes.
mathématiques,2020,12,Calculer une drive simple. Donnez deux exemples prcis.
mathématiques,2020,13,Calculer un sinus. Donnez deux exemples prcis.
mathématiques,2020,14,Calculer un volume. Prsentez les avantages et limites.
mathématiques,2020,15,Factoriser une expression. Illustrez par un schma simple.
mathématiques,2020,16,Factoriser une expression. Comparez avec une notion proche.
mathématiques,2020,17,Dvelopper une expression. Donnez une dfinition complte.
mathématiques,2020,18,Tracer un tableau de signe. Expliquez selon le programme de finaliste.
mathématiques,2020,19,Dfinir une suite gomtrique. Prsentez les tapes principales.
mathématiques,2020,20,Calculer un volume. Donnez deux exemples prcis.
