matiere,annee,num_question,texte_question
mathématiques,2022,1,Dterminer une primitive. Expliquez avec un exemple concret.
mathématiques,2022,2,Calculer le discriminant. Illustrez par un schma simple.
mathématiques,2022,3,noncer le thorme de Pythagore. Donnez une application pratique.
mathématiques,2022,4,Dterminer une quation de droite. Expliquez avec un exemple concret.
mathématiques,2022,5,Calculer un sinus. Donnez une application pratique.
mathématiques,2022,6,Dfinir une suite gomtrique. Comparez avec une notion proche.
mathématiques,2022,7,Rsoudre une inquation. Rsumez en quelques lignes.
mathématiques,2022,8,Factoriser une expression. Comparez avec une notion proche.
mathématiques,2022,9,Tracer un tableau de signe. Donnez une application pratique.
mathématiques,2022,10,Dfinir une suite arithmtique. Prsentez les avantages et limites.
mathématiques,2022,11,Dterminer une quation de droite. Illustrez par un schma simple.
mathématiques,2022,12,Calculer une aire. Prsentez les avantages et limites.
mathématiques,2022,13,Dterminer une quation de droite. Expliquez selon le programme de finaliste.
mathématiques,2022,14,Dterminer une quation de droite. Prsentez les avantages et limites.
mathématiques,2022,15,Rsoudre une quation du second degr. Donnez deux exemples prcis.
mathématiques,2022,16,Dvelopper une expression. Donnez une application pratique.
mathématiques,2022,17,Dterminer une image par fonction. Rsumez en quelques lignes.
mathématiques,2022,18,Rsoudre une quation logarithmique. Donnez une dfinition complte.
mathématiques,2022,19,Dterminer une quation de droite. Prsentez les avantages et limites.
mathématiques,2022,20,Calculer une moyenne. Comparez avec une notion proche.
