matiere,annee,num_question,texte_question
autre,2023,1,Dfinir le genre thtral.
autre,2023,2,Donner le synonyme du mot ‘courageux’.
autre,2023,3,Expliquer le rle du narrateur dans un rcit.
autre,2023,4,Donner le contraire du mot ‘rapide’.
autre,2023,5,Rdiger un court paragraphe argumentatif.
autre,2023,6,Rdiger une introduction sur le thme de l’ducation.
autre,2023,7,Corriger les fautes dans une phrase donne.
autre,2023,8,Identifier la figure de style dans la phrase donne.
autre,2023,9,Accorder correctement le participe pass dans une phrase.
autre,2023,10,Former une phrase au conditionnel prsent.
autre,2023,11,Conjuguer le verbe ‘venir’ au pass simple.
autre,2023,12,Transformer une phrase active en phrase passive.
autre,2023,13,Identifier le temps verbal utilis dans un texte.
autre,2023,14,Identifier le champ lexical de la guerre.
autre,2023,15,Dfinir le complment d’objet direct.
autre,2023,16,Expliquer la diffrence entre auteur et narrateur.
autre,2023,17,Dfinir une proposition subordonne relative.
autre,2023,18,Donner un exemple de mtaphore.
autre,2023,19,Dfinir le registre soutenu.
autre,2023,20,Transformer une phrase du discours direct au discours indirect.
