matiere,annee,num_question,texte_question
biologie,2023,1,Dfinir une maladie hrditaire. Illustrez par un schma simple.
biologie,2023,2,Citer des maladies infectieuses. Prsentez les tapes principales.
biologie,2023,3,Citer les parties d’une cellule. Prsentez les tapes principales.
biologie,2023,4,Dfinir la mitose. Prsentez les avantages et limites.
biologie,2023,5,Citer les organes digestifs. Donnez deux exemples prcis.
biologie,2023,6,Citer les besoins nutritifs des plantes. Illustrez par un schma simple.
biologie,2023,7,Expliquer la reproduction sexue. Expliquez avec un exemple concret.
biologie,2023,8,Dfinir un cosystme. Prsentez les avantages et limites.
biologie,2023,9,Diffrencier virus et bactrie. Donnez une dfinition complte.
biologie,2023,10,Citer les parties d’une cellule. Expliquez selon le programme de finaliste.
biologie,2023,11,Expliquer la respiration. Expliquez avec un exemple concret.
biologie,2023,12,Expliquer le rle de l’ADN. Rsumez en quelques lignes.
biologie,2023,13,Expliquer le rle du noyau. Prsentez les avantages et limites.
biologie,2023,14,Citer les parties d’une cellule. Prsentez les tapes principales.
biologie,2023,15,Dfinir un cosystme. Donnez deux exemples prcis.
biologie,2023,16,Expliquer la reproduction sexue. Expliquez selon le programme de finaliste.
biologie,2023,17,Diffrencier virus et bactrie. Donnez deux exemples prcis.
biologie,2023,18,Citer les besoins nutritifs des plantes. Donnez deux exemples prcis.
biologie,2023,19,Citer des maladies infectieuses. Donnez une application pratique.
biologie,2023,20,Dfinir un cosystme. Comparez avec une notion proche.
