matiere,annee,num_question,texte_question
autre,2018,1,Identifier une figure de style. Prsentez les tapes principales.
autre,2018,2,Rdiger un paragraphe argumentatif. Donnez deux exemples prcis.
autre,2018,3,Donner un synonyme. Donnez une dfinition complte.
autre,2018,4,Expliquer le rle du narrateur. Donnez une dfinition complte.
autre,2018,5,Transformer un discours direct. Expliquez avec un exemple concret.
autre,2018,6,Identifier une figure de style. Rsumez en quelques lignes.
autre,2018,7,Identifier une figure de style. Expliquez avec un exemple concret.
autre,2018,8,Identifier un temps verbal. Rsumez en quelques lignes.
autre,2018,9,Identifier une figure de style. Rsumez en quelques lignes.
autre,2018,10,Identifier un champ lexical. Prsentez les tapes principales.
autre,2018,11,Expliquer le rle du narrateur. Donnez une application pratique.
autre,2018,12,Conjuguer un verbe au pass simple. Expliquez avec un exemple concret.
autre,2018,13,Identifier une figure de style. Donnez une application pratique.
autre,2018,14,Rdiger un paragraphe argumentatif. Prsentez les tapes principales.
autre,2018,15,Donner un antonyme. Illustrez par un schma simple.
autre,2018,16,Conjuguer un verbe au pass simple. Illustrez par un schma simple.
autre,2018,17,Former une phrase au conditionnel. Illustrez par un schma simple.
autre,2018,18,Diffrencier auteur et narrateur. Prsentez les tapes principales.
autre,2018,19,Accorder un participe pass. Expliquez avec un exemple concret.
autre,2018,20,Donner un exemple de mtaphore. Rsumez en quelques lignes.
