matiere,annee,num_question,texte_question
histoire-géo,2022,1,Expliquer les migrations. Expliquez avec un exemple concret.
histoire-géo,2022,2,Citer les causes de la Premire Guerre mondiale. Prsentez les tapes principales.
histoire-géo,2022,3,Expliquer les consquences de la Seconde Guerre mondiale. Prsentez les avantages et limites.
histoire-géo,2022,4,Dfinir latitude et longitude. Donnez une application pratique.
histoire-géo,2022,5,Dfinir la mondialisation. Prsentez les avantages et limites.
histoire-géo,2022,6,Citer les causes de la Premire Guerre mondiale. Rsumez en quelques lignes.
histoire-géo,2022,7,Citer les causes de la Premire Guerre mondiale. Prsentez les tapes principales.
histoire-géo,2022,8,Citer les ocans du monde. Prsentez les avantages et limites.
histoire-géo,2022,9,Dfinir la savane. Comparez avec une notion proche.
histoire-géo,2022,10,Citer les pays voisins de la RDC. Comparez avec une notion proche.
histoire-géo,2022,11,Citer les ressources minires de la RDC. Rsumez en quelques lignes.
histoire-géo,2022,12,Dfinir la dmocratie. Illustrez par un schma simple.
histoire-géo,2022,13,Citer des organisations internationales. Expliquez selon le programme de finaliste.
histoire-géo,2022,14,Expliquer les migrations. Expliquez selon le programme de finaliste.
histoire-géo,2022,15,Citer des organisations internationales. Expliquez selon le programme de finaliste.
histoire-géo,2022,16,Expliquer l’urbanisation. Rsumez en quelques lignes.
histoire-géo,2022,17,Dfinir la dmocratie. Rsumez en quelques lignes.
histoire-géo,2022,18,Dfinir la mondialisation. Prsentez les tapes principales.
histoire-géo,2022,19,Dfinir la colonisation. Donnez une dfinition complte.
histoire-géo,2022,20,Dfinir une carte gographique. Illustrez par un schma simple.
