matiere,annee,num_question,texte_question
autre,2025,1,Transformer un discours direct. Rsumez en quelques lignes.
autre,2025,2,Identifier une figure de style. Comparez avec une notion proche.
autre,2025,3,Donner un synonyme. Donnez deux exemples prcis.
autre,2025,4,Dfinir le genre thtral. Expliquez selon le programme de finaliste.
autre,2025,5,Identifier une figure de style. Illustrez par un schma simple.
autre,2025,6,Former une phrase au conditionnel. Prsentez les avantages et limites.
autre,2025,7,Donner un synonyme. Donnez une application pratique.
autre,2025,8,Dfinir une proposition subordonne. Donnez une application pratique.
autre,2025,9,Dfinir le complment d’objet direct. Prsentez les tapes principales.
autre,2025,10,Dfinir le complment d’objet direct. Comparez avec une notion proche.
autre,2025,11,Corriger une phrase. Comparez avec une notion proche.
autre,2025,12,Transformer un discours direct. Expliquez selon le programme de finaliste.
autre,2025,13,Corriger une phrase. Rsumez en quelques lignes.
autre,2025,14,Conjuguer un verbe au pass simple. Rsumez en quelques lignes.
autre,2025,15,Dfinir le complment d’objet direct. Donnez une dfinition complte.
autre,2025,16,Identifier une figure de style. Donnez une dfinition complte.
autre,2025,17,Corriger une phrase. Comparez avec une notion proche.
autre,2025,18,Donner un synonyme. Prsentez les avantages et limites.
autre,2025,19,Donner un exemple de mtaphore. Prsentez les tapes principales.
autre,2025,20,Donner un synonyme. Illustrez par un schma simple.
