matiere,annee,num_question,texte_question
physique-chimie,2024,1,Dfinir une raction chimique. Expliquez avec un exemple concret.
physique-chimie,2024,2,Dfinir un atome. Rsumez en quelques lignes.
physique-chimie,2024,3,Dfinir la tension lectrique. Rsumez en quelques lignes.
physique-chimie,2024,4,Calculer un travail mcanique. Donnez deux exemples prcis.
physique-chimie,2024,5,Dfinir une raction chimique. Prsentez les tapes principales.
physique-chimie,2024,6,Expliquer la fusion. Rsumez en quelques lignes.
physique-chimie,2024,7,quilibrer une quation chimique. Expliquez selon le programme de finaliste.
physique-chimie,2024,8,Expliquer la fusion. Donnez une application pratique.
physique-chimie,2024,9,Donner la formule de la puissance lectrique. Donnez deux exemples prcis.
physique-chimie,2024,10,Dfinir un atome. Expliquez avec un exemple concret.
physique-chimie,2024,11,Dfinir l’vaporation. Donnez une dfinition complte.
physique-chimie,2024,12,Dfinir une raction chimique. Prsentez les avantages et limites.
physique-chimie,2024,13,Dfinir la gravitation. Prsentez les tapes principales.
physique-chimie,2024,14,Donner la composition du noyau. Expliquez avec un exemple concret.
physique-chimie,2024,15,Dfinir une raction chimique. Prsentez les avantages et limites.
physique-chimie,2024,16,Dfinir un atome. Rsumez en quelques lignes.
physique-chimie,2024,17,Donner la composition du noyau. Donnez une application pratique.
physique-chimie,2024,18,noncer la loi d’Ohm. Donnez deux exemples prcis.
physique-chimie,2024,19,Dfinir un atome. Rsumez en quelques lignes.
physique-chimie,2024,20,Dfinir la tension lectrique. Illustrez par un schma simple.
