matiere,annee,num_question,texte_question
biologie,2018,1,Diffrencier virus et bactrie. Illustrez par un schma simple.
biologie,2018,2,Expliquer la reproduction sexue. Expliquez avec un exemple concret.
biologie,2018,3,Donner les groupes sanguins. Prsentez les tapes principales.
biologie,2018,4,Dfinir la mitose. Illustrez par un schma simple.
biologie,2018,5,Citer les organes digestifs. Donnez deux exemples prcis.
biologie,2018,6,Dfinir un cosystme. Expliquez avec un exemple concret.
biologie,2018,7,Expliquer le rle du noyau. Donnez une dfinition complte.
biologie,2018,8,Dfinir la cellule. Rsumez en quelques lignes.
biologie,2018,9,Dfinir la cellule. Donnez deux exemples prcis.
biologie,2018,10,Dfinir la mitose. Rsumez en quelques lignes.
biologie,2018,11,Dfinir la cellule. Prsentez les tapes principales.
biologie,2018,12,Dfinir une maladie hrditaire. Donnez deux exemples prcis.
biologie,2018,13,Expliquer la chane alimentaire. Donnez deux exemples prcis.
biologie,2018,14,Diffrencier virus et bactrie. Rsumez en quelques lignes.
biologie,2018,15,Citer les parties d’une cellule. Rsumez en quelques lignes.
biologie,2018,16,Citer des maladies infectieuses. Illustrez par un schma simple.
biologie,2018,17,Dfinir une maladie hrditaire. Donnez une dfinition complte.
biologie,2018,18,Donner les groupes sanguins. Prsentez les tapes principales.
biologie,2018,19,Expliquer la respiration. Donnez une application pratique.
biologie,2018,20,Expliquer le rle des globules rouges. Prsentez les tapes principales.
