matiere,annee,num_question,texte_question
autre,2022,1,Dfinir le genre thtral. Donnez une application pratique.
autre,2022,2,Corriger une phrase. Donnez une dfinition complte.
autre,2022,3,Donner un exemple de mtaphore. Comparez avec une notion proche.
autre,2022,4,Identifier une figure de style. Illustrez par un schma simple.
autre,2022,5,Former une phrase au conditionnel. Donnez une dfinition complte.
autre,2022,6,Dfinir une proposition subordonne. Expliquez selon le programme de finaliste.
autre,2022,7,Dfinir une proposition subordonne. Illustrez par un schma simple.
autre,2022,8,Donner un synonyme. Prsentez les tapes principales.
autre,2022,9,Donner un exemple de mtaphore. Prsentez les tapes principales.
autre,2022,10,Expliquer le rle du narrateur. Comparez avec une notion proche.
autre,2022,11,Former une phrase au conditionnel. Donnez deux exemples prcis.
autre,2022,12,Identifier un temps verbal. Prsentez les avantages et limites.
autre,2022,13,Identifier une figure de style. Prsentez les avantages et limites.
autre,2022,14,Former une phrase au conditionnel. Donnez une dfinition complte.
autre,2022,15,Donner un antonyme. Donnez une application pratique.
autre,2022,16,Donner un synonyme. Comparez avec une notion proche.
autre,2022,17,Former une phrase au conditionnel. Prsentez les avantages et limites.
autre,2022,18,Dfinir une proposition subordonne. Donnez une dfinition complte.
autre,2022,19,Identifier un temps verbal. Prsentez les tapes principales.
autre,2022,20,Rdiger un paragraphe argumentatif. Illustrez par un schma simple.
