matiere,annee,num_question,texte_question
mathématiques,2025,1,Tracer un tableau de signe. Donnez une dfinition complte.
mathématiques,2025,2,Tracer un tableau de signe. Donnez une dfinition complte.
mathématiques,2025,3,Calculer une aire. Comparez avec une notion proche.
mathématiques,2025,4,Dfinir une suite gomtrique. Donnez deux exemples prcis.
mathématiques,2025,5,Calculer une limite. Donnez une dfinition complte.
mathématiques,2025,6,Dfinir une suite gomtrique. Donnez deux exemples prcis.
mathématiques,2025,7,Tracer un tableau de signe. Expliquez avec un exemple concret.
mathématiques,2025,8,Dterminer une image par fonction. Donnez deux exemples prcis.
mathématiques,2025,9,Calculer le discriminant. Expliquez avec un exemple concret.
mathématiques,2025,10,Rsoudre une quation logarithmique. Comparez avec une notion proche.
mathématiques,2025,11,Dfinir une suite arithmtique. Donnez deux exemples prcis.
mathématiques,2025,12,Calculer une limite. Illustrez par un schma simple.
mathématiques,2025,13,Calculer un sinus. Prsentez les tapes principales.
mathématiques,2025,14,Rsoudre un systme d’quations. Prsentez les tapes principales.
mathématiques,2025,15,Dfinir une suite arithmtique. Prsentez les avantages et limites.
mathématiques,2025,16,Dterminer une image par fonction. Prsentez les tapes principales.
mathématiques,2025,17,Calculer un sinus. Prsentez les tapes principales.
mathématiques,2025,18,Dterminer une quation de droite. Donnez deux exemples prcis.
mathématiques,2025,19,Dvelopper une expression. Donnez une dfinition complte.
mathématiques,2025,20,Dterminer une primitive. Donnez deux exemples prcis.
