matiere,annee,num_question,texte_question
biologie,2023,1,Dfinir une maladie hrditaire. Donnez une dfinition complte.
biologie,2023,2,Dfinir une maladie hrditaire. Donnez une application pratique.
biologie,2023,3,Citer des maladies infectieuses. Prsentez les tapes principales.
biologie,2023,4,Expliquer la chane alimentaire. Illustrez par un schma simple.
biologie,2023,5,Dfinir un cosystme. Prsentez les tapes principales.
biologie,2023,6,Dfinir un cosystme. Prsentez les tapes principales.
biologie,2023,7,Dfinir la photosynthse. Comparez avec une notion proche.
biologie,2023,8,Dfinir l’immunit. Illustrez par un schma simple.
biologie,2023,9,Expliquer le rle de l’ADN. Donnez une dfinition complte.
biologie,2023,10,Citer les tapes de la digestion. Donnez une dfinition complte.
biologie,2023,11,Donner les groupes sanguins. Donnez une dfinition complte.
biologie,2023,12,Dfinir une maladie hrditaire. Prsentez les avantages et limites.
biologie,2023,13,Dfinir l’immunit. Donnez une application pratique.
biologie,2023,14,Citer les besoins nutritifs des plantes. Expliquez selon le programme de finaliste.
biologie,2023,15,Citer les parties d’une cellule. Donnez une dfinition complte.
biologie,2023,16,Dfinir une maladie hrditaire. Illustrez par un schma simple.
biologie,2023,17,Dfinir la mitose. Illustrez par un schma simple.
biologie,2023,18,Dfinir la cellule. Illustrez par un schma simple.
biologie,2023,19,Citer les tapes de la digestion. Expliquez selon le programme de finaliste.
biologie,2023,20,Dfinir l’immunit. Expliquez avec un exemple concret.
