matiere,annee,num_question,texte_question
physique-chimie,2023,1,Expliquer la fusion. Donnez deux exemples prcis.
physique-chimie,2023,2,Calculer un travail mcanique. Donnez une dfinition complte.
physique-chimie,2023,3,Dfinir la gravitation. Expliquez selon le programme de finaliste.
physique-chimie,2023,4,Dfinir la gravitation. Donnez deux exemples prcis.
physique-chimie,2023,5,Dfinir une raction chimique. Rsumez en quelques lignes.
physique-chimie,2023,6,Donner la composition du noyau. Donnez une application pratique.
physique-chimie,2023,7,Diffrencier masse et poids. Donnez une application pratique.
physique-chimie,2023,8,Dfinir un atome. Expliquez avec un exemple concret.
physique-chimie,2023,9,Donner la composition du noyau. Expliquez avec un exemple concret.
physique-chimie,2023,10,Dfinir l’vaporation. Prsentez les tapes principales.
physique-chimie,2023,11,Calculer une pression. Prsentez les tapes principales.
physique-chimie,2023,12,Dfinir la vitesse. Prsentez les avantages et limites.
physique-chimie,2023,13,Dfinir la vitesse. Prsentez les tapes principales.
physique-chimie,2023,14,Donner la composition du noyau. Prsentez les tapes principales.
physique-chimie,2023,15,Citer les tats de la matire. Expliquez selon le programme de finaliste.
physique-chimie,2023,16,Dfinir la tension lectrique. Donnez une application pratique.
physique-chimie,2023,17,Diffrencier masse et poids. Comparez avec une notion proche.
physique-chimie,2023,18,Dfinir la gravitation. Donnez deux exemples prcis.
physique-chimie,2023,19,Expliquer la rfraction. Donnez une dfinition complte.
physique-chimie,2023,20,Dfinir un atome. Donnez deux exemples prcis.
