matiere,annee,num_question,texte_question
physique-chimie,2019,1,Dfinir l’vaporation. Rsumez en quelques lignes.
physique-chimie,2019,2,Donner la composition du noyau. Prsentez les avantages et limites.
physique-chimie,2019,3,Donner la composition du noyau. Rsumez en quelques lignes.
physique-chimie,2019,4,Calculer un travail mcanique. Rsumez en quelques lignes.
physique-chimie,2019,5,Dfinir la tension lectrique. Donnez une application pratique.
physique-chimie,2019,6,Expliquer la fusion. Donnez une dfinition complte.
physique-chimie,2019,7,Dfinir l’nergie cintique. Donnez une dfinition complte.
physique-chimie,2019,8,Donner la formule de la puissance lectrique. Donnez une dfinition complte.
physique-chimie,2019,9,Dfinir la tension lectrique. Expliquez selon le programme de finaliste.
physique-chimie,2019,10,Expliquer la fusion. Donnez deux exemples prcis.
physique-chimie,2019,11,Dfinir un acide. Donnez une application pratique.
physique-chimie,2019,12,Dfinir un acide. Donnez une dfinition complte.
physique-chimie,2019,13,Dfinir la tension lectrique. Rsumez en quelques lignes.
physique-chimie,2019,14,Donner la formule de la puissance lectrique. Comparez avec une notion proche.
physique-chimie,2019,15,Expliquer la rfraction. Rsumez en quelques lignes.
physique-chimie,2019,16,Dfinir une raction chimique. Rsumez en quelques lignes.
physique-chimie,2019,17,Dfinir un atome. Rsumez en quelques lignes.
physique-chimie,2019,18,Donner la formule de la puissance lectrique. Illustrez par un schma simple.
physique-chimie,2019,19,Dfinir l’nergie cintique. Prsentez les avantages et limites.
physique-chimie,2019,20,Dfinir la vitesse. Donnez une dfinition complte.
