matiere,annee,num_question,texte_question
autre,2022,1,Donner un synonyme. Donnez une dfinition complte.
autre,2022,2,Expliquer le rle du narrateur. Rsumez en quelques lignes.
autre,2022,3,Expliquer le rle du narrateur. Prsentez les avantages et limites.
autre,2022,4,Corriger une phrase. Expliquez avec un exemple concret.
autre,2022,5,Dfinir le registre soutenu. Donnez une dfinition complte.
autre,2022,6,Accorder un participe pass. Prsentez les avantages et limites.
autre,2022,7,Diffrencier auteur et narrateur. Illustrez par un schma simple.
autre,2022,8,Conjuguer un verbe au pass simple. Prsentez les avantages et limites.
autre,2022,9,Diffrencier auteur et narrateur. Donnez une application pratique.
autre,2022,10,Rdiger une introduction. Donnez deux exemples prcis.
autre,2022,11,Transformer un discours direct. Expliquez avec un exemple concret.
autre,2022,12,Conjuguer un verbe au pass simple. Donnez une application pratique.
autre,2022,13,Transformer une phrase active en passive. Comparez avec une notion proche.
autre,2022,14,Rdiger une introduction. Prsentez les tapes principales.
autre,2022,15,Accorder un participe pass. Comparez avec une notion proche.
autre,2022,16,Donner un synonyme. Rsumez en quelques lignes.
autre,2022,17,Donner un exemple de mtaphore. Comparez avec une notion proche.
autre,2022,18,Identifier un champ lexical. Illustrez par un schma simple.
autre,2022,19,Dfinir le complment d’objet direct. Donnez une application pratique.
autre,2022,20,Expliquer le rle du narrateur. Rsumez en quelques lignes.
