matiere,annee,num_question,texte_question
autre,2024,1,Corriger une phrase. Prsentez les tapes principales.
autre,2024,2,Dfinir le genre thtral. Prsentez les avantages et limites.
autre,2024,3,Transformer un discours direct. Donnez une application pratique.
autre,2024,4,Identifier un temps verbal. Rsumez en quelques lignes.
autre,2024,5,Identifier une figure de style. Rsumez en quelques lignes.
autre,2024,6,Identifier une figure de style. Comparez avec une notion proche.
autre,2024,7,Corriger une phrase. Donnez deux exemples prcis.
autre,2024,8,Former une phrase au conditionnel. Prsentez les avantages et limites.
autre,2024,9,Dfinir le complment d’objet direct. Donnez deux exemples prcis.
autre,2024,10,Corriger une phrase. Expliquez selon le programme de finaliste.
autre,2024,11,Identifier un temps verbal. Donnez une dfinition complte.
autre,2024,12,Dfinir une proposition subordonne. Rsumez en quelques lignes.
autre,2024,13,Identifier une figure de style. Illustrez par un schma simple.
autre,2024,14,Transformer un discours direct. Prsentez les tapes principales.
autre,2024,15,Expliquer le rle du narrateur. Expliquez selon le programme de finaliste.
autre,2024,16,Accorder un participe pass. Prsentez les avantages et limites.
autre,2024,17,Rdiger une introduction. Prsentez les avantages et limites.
autre,2024,18,Donner un antonyme. Rsumez en quelques lignes.
autre,2024,19,Conjuguer un verbe au pass simple. Rsumez en quelques lignes.
autre,2024,20,Donner un antonyme. Donnez une application pratique.
