matiere,annee,num_question,texte_question
biologie,2018,1,Citer les tapes de la digestion. Expliquez selon le programme de finaliste.
biologie,2018,2,Expliquer le rle de l’ADN. Expliquez selon le programme de finaliste.
biologie,2018,3,Citer les parties d’une cellule. Donnez deux exemples prcis.
biologie,2018,4,Dfinir la photosynthse. Expliquez avec un exemple concret.
biologie,2018,5,Dfinir la cellule. Illustrez par un schma simple.
biologie,2018,6,Expliquer la chane alimentaire. Rsumez en quelques lignes.
biologie,2018,7,Dfinir une maladie hrditaire. Donnez deux exemples prcis.
biologie,2018,8,Expliquer la chane alimentaire. Donnez une application pratique.
biologie,2018,9,Expliquer la reproduction sexue. Donnez une application pratique.
biologie,2018,10,Citer des maladies infectieuses. Expliquez selon le programme de finaliste.
biologie,2018,11,Dfinir l’immunit. Rsumez en quelques lignes.
biologie,2018,12,Expliquer la chane alimentaire. Donnez deux exemples prcis.
biologie,2018,13,Expliquer le rle de l’ADN. Donnez deux exemples prcis.
biologie,2018,14,Citer les tapes de la digestion. Expliquez avec un exemple concret.
biologie,2018,15,Expliquer le rle des globules rouges. Prsentez les tapes principales.
biologie,2018,16,Dfinir un tissu. Illustrez par un schma simple.
biologie,2018,17,Dfinir un tissu. Donnez une application pratique.
biologie,2018,18,Citer les parties d’une cellule. Illustrez par un schma simple.
biologie,2018,19,Expliquer la chane alimentaire. Prsentez les tapes principales.
biologie,2018,20,Expliquer le rle des globules rouges. Prsentez les tapes principales.
