matiere,annee,num_question,texte_question
autre,2020,1,Donner un antonyme. Donnez une dfinition complte.
autre,2020,2,Dfinir le genre thtral. Donnez deux exemples prcis.
autre,2020,3,Transformer une phrase active en passive. Prsentez les tapes principales.
autre,2020,4,Rdiger un paragraphe argumentatif. Expliquez selon le programme de finaliste.
autre,2020,5,Identifier une figure de style. Prsentez les tapes principales.
autre,2020,6,Former une phrase au conditionnel. Rsumez en quelques lignes.
autre,2020,7,Dfinir le registre soutenu. Prsentez les tapes principales.
autre,2020,8,Expliquer le rle du narrateur. Donnez deux exemples prcis.
autre,2020,9,Dfinir le registre soutenu. Expliquez avec un exemple concret.
autre,2020,10,Accorder un participe pass. Donnez deux exemples prcis.
autre,2020,11,Conjuguer un verbe au pass simple. Rsumez en quelques lignes.
autre,2020,12,Expliquer le rle du narrateur. Prsentez les tapes principales.
autre,2020,13,Dfinir le genre thtral. Illustrez par un schma simple.
autre,2020,14,Rdiger une introduction. Rsumez en quelques lignes.
autre,2020,15,Donner un antonyme. Comparez avec une notion proche.
autre,2020,16,Identifier un champ lexical. Rsumez en quelques lignes.
autre,2020,17,Dfinir le registre soutenu. Illustrez par un schma simple.
autre,2020,18,Transformer une phrase active en passive. Prsentez les avantages et limites.
autre,2020,19,Dfinir le registre soutenu. Illustrez par un schma simple.
autre,2020,20,Dfinir le genre thtral. Prsentez les avantages et limites.
