matiere,annee,num_question,texte_question
physique-chimie,2025,1,Donner la formule de la puissance lectrique. Expliquez selon le programme de finaliste.
physique-chimie,2025,2,Dfinir une raction chimique. Illustrez par un schma simple.
physique-chimie,2025,3,noncer la loi d’Ohm. Expliquez selon le programme de finaliste.
physique-chimie,2025,4,Expliquer la fusion. Rsumez en quelques lignes.
physique-chimie,2025,5,Donner la composition du noyau. Expliquez avec un exemple concret.
physique-chimie,2025,6,Expliquer la fusion. Donnez deux exemples prcis.
physique-chimie,2025,7,quilibrer une quation chimique. Illustrez par un schma simple.
physique-chimie,2025,8,Dfinir un acide. Donnez deux exemples prcis.
physique-chimie,2025,9,Diffrencier masse et poids. Prsentez les avantages et limites.
physique-chimie,2025,10,Dfinir la vitesse. Donnez deux exemples prcis.
physique-chimie,2025,11,Diffrencier masse et poids. Illustrez par un schma simple.
physique-chimie,2025,12,Calculer une densit. Illustrez par un schma simple.
physique-chimie,2025,13,Dfinir un acide. Donnez deux exemples prcis.
physique-chimie,2025,14,Dfinir une raction chimique. Donnez une application pratique.
physique-chimie,2025,15,Dfinir la tension lectrique. Expliquez avec un exemple concret.
physique-chimie,2025,16,Expliquer la fusion. Expliquez avec un exemple concret.
physique-chimie,2025,17,Diffrencier masse et poids. Expliquez avec un exemple concret.
physique-chimie,2025,18,Dfinir l’nergie cintique. Expliquez avec un exemple concret.
physique-chimie,2025,19,Donner la formule de la puissance lectrique. Donnez une application pratique.
physique-chimie,2025,20,Calculer un travail mcanique. Prsentez les avantages et limites.
