matiere,annee,num_question,texte_question
autre,2024,1,Dfinir une proposition subordonne. Prsentez les tapes principales.
autre,2024,2,Transformer un discours direct. Donnez deux exemples prcis.
autre,2024,3,Dfinir le genre thtral. Prsentez les avantages et limites.
autre,2024,4,Conjuguer un verbe au pass simple. Rsumez en quelques lignes.
autre,2024,5,Dfinir le complment d’objet direct. Prsentez les avantages et limites.
autre,2024,6,Identifier un temps verbal. Rsumez en quelques lignes.
autre,2024,7,Transformer une phrase active en passive. Prsentez les avantages et limites.
autre,2024,8,Rdiger une introduction. Prsentez les tapes principales.
autre,2024,9,Corriger une phrase. Donnez une dfinition complte.
autre,2024,10,Identifier un temps verbal. Illustrez par un schma simple.
autre,2024,11,Corriger une phrase. Comparez avec une notion proche.
autre,2024,12,Donner un exemple de mtaphore. Donnez une application pratique.
autre,2024,13,Rdiger un paragraphe argumentatif. Prsentez les avantages et limites.
autre,2024,14,Diffrencier auteur et narrateur. Donnez deux exemples prcis.
autre,2024,15,Corriger une phrase. Expliquez selon le programme de finaliste.
autre,2024,16,Donner un exemple de mtaphore. Expliquez selon le programme de finaliste.
autre,2024,17,Dfinir le genre thtral. Expliquez avec un exemple concret.
autre,2024,18,Transformer une phrase active en passive. Rsumez en quelques lignes.
autre,2024,19,Corriger une phrase. Comparez avec une notion proche.
autre,2024,20,Identifier une figure de style. Illustrez par un schma simple.
