matiere,annee,num_question,texte_question
autre,2019,1,Donner un antonyme. Donnez une application pratique.
autre,2019,2,Former une phrase au conditionnel. Prsentez les tapes principales.
autre,2019,3,Identifier un temps verbal. Comparez avec une notion proche.
autre,2019,4,Accorder un participe pass. Comparez avec une notion proche.
autre,2019,5,Transformer un discours direct. Prsentez les tapes principales.
autre,2019,6,Identifier une figure de style. Prsentez les tapes principales.
autre,2019,7,Transformer une phrase active en passive. Donnez une application pratique.
autre,2019,8,Donner un exemple de mtaphore. Illustrez par un schma simple.
autre,2019,9,Corriger une phrase. Donnez deux exemples prcis.
autre,2019,10,Transformer une phrase active en passive. Expliquez avec un exemple concret.
autre,2019,11,Conjuguer un verbe au pass simple. Donnez une dfinition complte.
autre,2019,12,Corriger une phrase. Donnez une application pratique.
autre,2019,13,Accorder un participe pass. Prsentez les avantages et limites.
autre,2019,14,Former une phrase au conditionnel. Donnez une dfinition complte.
autre,2019,15,Transformer un discours direct. Donnez une application pratique.
autre,2019,16,Rdiger un paragraphe argumentatif. Donnez deux exemples prcis.
autre,2019,17,Rdiger une introduction. Comparez avec une notion proche.
autre,2019,18,Dfinir le complment d’objet direct. Donnez deux exemples prcis.
autre,2019,19,Dfinir le complment d’objet direct. Illustrez par un schma simple.
autre,2019,20,Identifier un champ lexical. Donnez une application pratique.
