matiere,annee,num_question,texte_question
biologie,2022,1,Dfinir la cellule. Expliquez selon le programme de finaliste.
biologie,2022,2,Diffrencier virus et bactrie. Comparez avec une notion proche.
biologie,2022,3,Citer les parties d’une cellule. Donnez deux exemples prcis.
biologie,2022,4,Expliquer la chane alimentaire. Donnez une dfinition complte.
biologie,2022,5,Expliquer le rle des globules rouges. Expliquez selon le programme de finaliste.
biologie,2022,6,Citer les parties d’une cellule. Expliquez avec un exemple concret.
biologie,2022,7,Expliquer la respiration. Comparez avec une notion proche.
biologie,2022,8,Expliquer le rle des globules rouges. Illustrez par un schma simple.
biologie,2022,9,Citer les besoins nutritifs des plantes. Prsentez les avantages et limites.
biologie,2022,10,Citer les parties d’une cellule. Illustrez par un schma simple.
biologie,2022,11,Citer les besoins nutritifs des plantes. Donnez une dfinition complte.
biologie,2022,12,Dfinir un tissu. Rsumez en quelques lignes.
biologie,2022,13,Expliquer le rle de l’ADN. Expliquez selon le programme de finaliste.
biologie,2022,14,Expliquer le rle des globules rouges. Expliquez avec un exemple concret.
biologie,2022,15,Dfinir l’immunit. Comparez avec une notion proche.
biologie,2022,16,Citer les parties d’une cellule. Donnez deux exemples prcis.
biologie,2022,17,Dfinir l’immunit. Donnez une application pratique.
biologie,2022,18,Citer des maladies infectieuses. Donnez une application pratique.
biologie,2022,19,Dfinir la cellule. Illustrez par un schma simple.
biologie,2022,20,Diffrencier virus et bactrie. Donnez une application pratique.
