matiere,annee,num_question,texte_question
mathématiques,2025,1,Factoriser une expression. Rsumez en quelques lignes.
mathématiques,2025,2,Tracer un tableau de signe. Donnez une dfinition complte.
mathématiques,2025,3,Rsoudre une quation logarithmique. Donnez une application pratique.
mathématiques,2025,4,Dterminer une primitive. Donnez une application pratique.
mathématiques,2025,5,noncer le thorme de Pythagore. Illustrez par un schma simple.
mathématiques,2025,6,Calculer une moyenne. Prsentez les avantages et limites.
mathématiques,2025,7,Dfinir une suite gomtrique. Donnez une dfinition complte.
mathématiques,2025,8,Tracer un tableau de signe. Expliquez avec un exemple concret.
mathématiques,2025,9,Calculer une drive simple. Prsentez les tapes principales.
mathématiques,2025,10,Dterminer une quation de droite. Comparez avec une notion proche.
mathématiques,2025,11,Rsoudre une inquation. Comparez avec une notion proche.
mathématiques,2025,12,Dterminer une quation de droite. Prsentez les avantages et limites.
mathématiques,2025,13,Dterminer une quation de droite. Prsentez les tapes principales.
mathématiques,2025,14,Calculer une limite. Donnez une dfinition complte.
mathématiques,2025,15,Rsoudre une quation logarithmique. Prsentez les avantages et limites.
mathématiques,2025,16,Calculer une aire. Comparez avec une notion proche.
mathématiques,2025,17,Rsoudre une quation du second degr. Donnez une application pratique.
mathématiques,2025,18,Dterminer une primitive. Donnez une dfinition complte.
mathématiques,2025,19,Rsoudre une inquation. Comparez avec une notion proche.
mathématiques,2025,20,Calculer une drive simple. Prsentez les avantages et limites.
