matiere,annee,num_question,texte_question
physique-chimie,2023,1,Expliquer la fusion. Donnez deux exemples prcis.
physique-chimie,2023,2,Dfinir la gravitation. Expliquez selon le programme de finaliste.
physique-chimie,2023,3,noncer la loi d’Ohm. Donnez une application pratique.
physique-chimie,2023,4,Dfinir l’vaporation. Comparez avec une notion proche.
physique-chimie,2023,5,Dfinir l’vaporation. Rsumez en quelques lignes.
physique-chimie,2023,6,Dfinir la tension lectrique. Expliquez avec un exemple concret.
physique-chimie,2023,7,Dfinir la vitesse. Donnez deux exemples prcis.
physique-chimie,2023,8,Citer les tats de la matire. Donnez une application pratique.
physique-chimie,2023,9,Donner la formule de la puissance lectrique. Donnez deux exemples prcis.
physique-chimie,2023,10,Dfinir une raction chimique. Donnez une dfinition complte.
physique-chimie,2023,11,Donner la composition du noyau. Prsentez les tapes principales.
physique-chimie,2023,12,Dfinir la gravitation. Expliquez selon le programme de finaliste.
physique-chimie,2023,13,quilibrer une quation chimique. Expliquez selon le programme de finaliste.
physique-chimie,2023,14,Dfinir l’nergie cintique. Prsentez les avantages et limites.
physique-chimie,2023,15,Calculer une densit. Donnez une application pratique.
physique-chimie,2023,16,Calculer un travail mcanique. Rsumez en quelques lignes.
physique-chimie,2023,17,quilibrer une quation chimique. Expliquez avec un exemple concret.
physique-chimie,2023,18,Dfinir la vitesse. Rsumez en quelques lignes.
physique-chimie,2023,19,quilibrer une quation chimique. Donnez une application pratique.
physique-chimie,2023,20,Dfinir l’nergie cintique. Rsumez en quelques lignes.
