matiere,annee,num_question,texte_question
physique-chimie,2022,1,Dfinir un atome. Donnez une dfinition complte.
physique-chimie,2022,2,Dfinir la tension lectrique. Prsentez les tapes principales.
physique-chimie,2022,3,Citer des mtaux conducteurs. Rsumez en quelques lignes.
physique-chimie,2022,4,Dfinir un acide. Illustrez par un schma simple.
physique-chimie,2022,5,Dfinir un acide. Donnez une dfinition complte.
physique-chimie,2022,6,quilibrer une quation chimique. Rsumez en quelques lignes.
physique-chimie,2022,7,Expliquer la rfraction. Prsentez les tapes principales.
physique-chimie,2022,8,Dfinir la gravitation. Rsumez en quelques lignes.
physique-chimie,2022,9,Calculer une densit. Illustrez par un schma simple.
physique-chimie,2022,10,Citer des mtaux conducteurs. Expliquez avec un exemple concret.
physique-chimie,2022,11,Expliquer la fusion. Illustrez par un schma simple.
physique-chimie,2022,12,Calculer une pression. Donnez une application pratique.
physique-chimie,2022,13,Citer des mtaux conducteurs. Donnez deux exemples prcis.
physique-chimie,2022,14,Citer des mtaux conducteurs. Prsentez les avantages et limites.
physique-chimie,2022,15,quilibrer une quation chimique. Expliquez avec un exemple concret.
physique-chimie,2022,16,Dfinir l’nergie cintique. Illustrez par un schma simple.
physique-chimie,2022,17,Calculer une densit. Donnez deux exemples prcis.
physique-chimie,2022,18,Dfinir un acide. Prsentez les avantages et limites.
physique-chimie,2022,19,Dfinir l’nergie cintique. Comparez avec une notion proche.
physique-chimie,2022,20,Diffrencier masse et poids. Expliquez avec un exemple concret.
