matiere,annee,num_question,texte_question
physique-chimie,2022,1,Diffrencier masse et poids. Donnez une application pratique.
physique-chimie,2022,2,Dfinir l’nergie cintique. Prsentez les tapes principales.
physique-chimie,2022,3,Donner la formule de la puissance lectrique. Rsumez en quelques lignes.
physique-chimie,2022,4,Donner la formule de la puissance lectrique. Donnez deux exemples prcis.
physique-chimie,2022,5,Dfinir la tension lectrique. Donnez une dfinition complte.
physique-chimie,2022,6,quilibrer une quation chimique. Comparez avec une notion proche.
physique-chimie,2022,7,Dfinir l’nergie cintique. Expliquez selon le programme de finaliste.
physique-chimie,2022,8,quilibrer une quation chimique. Comparez avec une notion proche.
physique-chimie,2022,9,Donner la formule de la puissance lectrique. Donnez deux exemples prcis.
physique-chimie,2022,10,Expliquer la rfraction. Expliquez selon le programme de finaliste.
physique-chimie,2022,11,Citer des mtaux conducteurs. Donnez deux exemples prcis.
physique-chimie,2022,12,Calculer une pression. Expliquez avec un exemple concret.
physique-chimie,2022,13,Diffrencier masse et poids. Donnez une dfinition complte.
physique-chimie,2022,14,Dfinir un acide. Prsentez les tapes principales.
physique-chimie,2022,15,Calculer une pression. Expliquez avec un exemple concret.
physique-chimie,2022,16,Dfinir la gravitation. Prsentez les tapes principales.
physique-chimie,2022,17,Calculer un travail mcanique. Rsumez en quelques lignes.
physique-chimie,2022,18,Expliquer la fusion. Expliquez selon le programme de finaliste.
physique-chimie,2022,19,Donner la formule de la puissance lectrique. Donnez deux exemples prcis.
physique-chimie,2022,20,Citer les tats de la matire. Expliquez selon le programme de finaliste.
