matiere,annee,num_question,texte_question
mathématiques,2022,1,Rsoudre une inquation. Donnez une application pratique.
mathématiques,2022,2,Calculer un sinus. Expliquez avec un exemple concret.
mathématiques,2022,3,Calculer une drive simple. Donnez une application pratique.
mathématiques,2022,4,Dterminer une primitive. Donnez une dfinition complte.
mathématiques,2022,5,Factoriser une expression. Donnez deux exemples prcis.
mathématiques,2022,6,Calculer une limite. Donnez une application pratique.
mathématiques,2022,7,Factoriser une expression. Expliquez selon le programme de finaliste.
mathématiques,2022,8,Rsoudre un systme d’quations. Rsumez en quelques lignes.
mathématiques,2022,9,Calculer une moyenne. Prsentez les avantages et limites.
mathématiques,2022,10,Dterminer une primitive. Donnez une application pratique.
mathématiques,2022,11,Dvelopper une expression. Donnez deux exemples prcis.
mathématiques,2022,12,Dterminer une quation de droite. Comparez avec une notion proche.
mathématiques,2022,13,Dfinir une suite arithmtique. Rsumez en quelques lignes.
mathématiques,2022,14,Dfinir une suite arithmtique. Donnez une dfinition complte.
mathématiques,2022,15,Dterminer une quation de droite. Comparez avec une notion proche.
mathématiques,2022,16,Calculer le discriminant. Donnez deux exemples prcis.
mathématiques,2022,17,Calculer une limite. Rsumez en quelques lignes.
mathématiques,2022,18,Dfinir une suite gomtrique. Comparez avec une notion proche.
mathématiques,2022,19,Calculer une aire. Donnez deux exemples prcis.
mathématiques,2022,20,Rsoudre une quation logarithmique. Expliquez selon le programme de finaliste.
