matiere,annee,num_question,texte_question
biologie,2024,1,Citer des maladies infectieuses. Expliquez avec un exemple concret.
biologie,2024,2,Citer des maladies infectieuses. Donnez une application pratique.
biologie,2024,3,Dfinir la photosynthse. Donnez une dfinition complte.
biologie,2024,4,Dfinir la mitose. Illustrez par un schma simple.
biologie,2024,5,Citer les organes digestifs. Expliquez selon le programme de finaliste.
biologie,2024,6,Expliquer la reproduction sexue. Expliquez selon le programme de finaliste.
biologie,2024,7,Dfinir la mitose. Rsumez en quelques lignes.
biologie,2024,8,Expliquer le rle des globules rouges. Expliquez avec un exemple concret.
biologie,2024,9,Citer les organes digestifs. Illustrez par un schma simple.
biologie,2024,10,Citer les parties d’une cellule. Donnez deux exemples prcis.
biologie,2024,11,Citer des maladies infectieuses. Donnez une dfinition complte.
biologie,2024,12,Citer des maladies infectieuses. Prsentez les avantages et limites.
biologie,2024,13,Dfinir la cellule. Illustrez par un schma simple.
biologie,2024,14,Citer les besoins nutritifs des plantes. Comparez avec une notion proche.
biologie,2024,15,Dfinir la cellule. Comparez avec une notion proche.
biologie,2024,16,Dfinir une maladie hrditaire. Illustrez par un schma simple.
biologie,2024,17,Citer les parties d’une cellule. Donnez une dfinition complte.
biologie,2024,18,Citer des maladies infectieuses. Donnez une dfinition complte.
biologie,2024,19,Dfinir l’immunit. Donnez deux exemples prcis.
biologie,2024,20,Expliquer le rle des globules rouges. Prsentez les tapes principales.
