matiere,annee,num_question,texte_question
histoire-géo,2023,1,Dfinir la savane. Donnez une application pratique.
histoire-géo,2023,2,Dfinir un climat tropical. Illustrez par un schma simple.
histoire-géo,2023,3,Citer les pays voisins de la RDC. Donnez une dfinition complte.
histoire-géo,2023,4,Citer les ressources minires de la RDC. Expliquez selon le programme de finaliste.
histoire-géo,2023,5,Citer les ocans du monde. Comparez avec une notion proche.
histoire-géo,2023,6,Expliquer le rle de l’ONU. Expliquez avec un exemple concret.
histoire-géo,2023,7,Citer les provinces de la RDC. Prsentez les avantages et limites.
histoire-géo,2023,8,Citer des organisations internationales. Expliquez selon le programme de finaliste.
histoire-géo,2023,9,Expliquer le changement climatique. Expliquez avec un exemple concret.
histoire-géo,2023,10,Citer les pays voisins de la RDC. Donnez une application pratique.
histoire-géo,2023,11,Dfinir la mondialisation. Donnez une application pratique.
histoire-géo,2023,12,Dfinir latitude et longitude. Donnez une application pratique.
histoire-géo,2023,13,Dfinir la dmocratie. Expliquez avec un exemple concret.
histoire-géo,2023,14,Dfinir la colonisation. Prsentez les tapes principales.
histoire-géo,2023,15,Citer les provinces de la RDC. Donnez une application pratique.
histoire-géo,2023,16,Dfinir un climat tropical. Donnez une dfinition complte.
histoire-géo,2023,17,Citer les ocans du monde. Expliquez selon le programme de finaliste.
histoire-géo,2023,18,Dfinir la savane. Comparez avec une notion proche.
histoire-géo,2023,19,Dfinir la savane. Prsentez les tapes principales.
histoire-géo,2023,20,Dfinir la mondialisation. Expliquez selon le programme de finaliste.
