matiere,annee,num_question,texte_question
histoire-géo,2020,1,Citer les ocans du monde. Expliquez selon le programme de finaliste.
histoire-géo,2020,2,Dfinir une carte gographique. Expliquez avec un exemple concret.
histoire-géo,2020,3,Citer les causes de la Premire Guerre mondiale. Donnez une application pratique.
histoire-géo,2020,4,Dfinir la dmocratie. Expliquez selon le programme de finaliste.
histoire-géo,2020,5,Expliquer les consquences de la Seconde Guerre mondiale. Expliquez avec un exemple concret.
histoire-géo,2020,6,Expliquer l’urbanisation. Prsentez les avantages et limites.
histoire-géo,2020,7,Citer les provinces de la RDC. Illustrez par un schma simple.
histoire-géo,2020,8,Expliquer l’importance du fleuve Congo. Prsentez les avantages et limites.
histoire-géo,2020,9,Citer les causes de la Premire Guerre mondiale. Illustrez par un schma simple.
histoire-géo,2020,10,Dfinir une carte gographique. Prsentez les tapes principales.
histoire-géo,2020,11,Dfinir la dmocratie. Prsentez les tapes principales.
histoire-géo,2020,12,Expliquer les migrations. Prsentez les tapes principales.
histoire-géo,2020,13,Dfinir la colonisation. Donnez une dfinition complte.
histoire-géo,2020,14,Dfinir la colonisation. Expliquez avec un exemple concret.
histoire-géo,2020,15,Citer les pays voisins de la RDC. Prsentez les tapes principales.
histoire-géo,2020,16,Expliquer les migrations. Donnez une dfinition complte.
histoire-géo,2020,17,Dfinir une carte gographique. Donnez deux exemples prcis.
histoire-géo,2020,18,Citer les ocans du monde. Donnez deux exemples prcis.
histoire-géo,2020,19,Citer les pays voisins de la RDC. Expliquez selon le programme de finaliste.
histoire-géo,2020,20,Citer les royaumes africains anciens. Donnez deux exemples prcis.
