matiere,annee,num_question,texte_question
autre,2025,1,Rdiger un paragraphe argumentatif. Donnez une dfinition complte.
autre,2025,2,Transformer une phrase active en passive. Prsentez les tapes principales.
autre,2025,3,Dfinir une proposition subordonne. Donnez une application pratique.
autre,2025,4,Expliquer le rle du narrateur. Donnez une dfinition complte.
autre,2025,5,Conjuguer un verbe au pass simple. Rsumez en quelques lignes.
autre,2025,6,Diffrencier auteur et narrateur. Rsumez en quelques lignes.
autre,2025,7,Donner un synonyme. Expliquez avec un exemple concret.
autre,2025,8,Donner un exemple de mtaphore. Prsentez les avantages et limites.
autre,2025,9,Dfinir le complment d’objet direct. Comparez avec une notion proche.
autre,2025,10,Dfinir le registre soutenu. Prsentez les avantages et limites.
autre,2025,11,Identifier une figure de style. Expliquez avec un exemple concret.
autre,2025,12,Expliquer le rle du narrateur. Prsentez les avantages et limites.
autre,2025,13,Dfinir le genre thtral. Comparez avec une notion proche.
autre,2025,14,Transformer un discours direct. Expliquez avec un exemple concret.
autre,2025,15,Expliquer le rle du narrateur. Donnez une application pratique.
autre,2025,16,Dfinir une proposition subordonne. Donnez une application pratique.
autre,2025,17,Transformer un discours direct. Rsumez en quelques lignes.
autre,2025,18,Transformer une phrase active en passive. Donnez deux exemples prcis.
autre,2025,19,Accorder un participe pass. Prsentez les tapes principales.
autre,2025,20,Dfinir le genre thtral. Rsumez en quelques lignes.
