matiere,annee,num_question,texte_question
mathématiques,2020,1,Dterminer une primitive. Expliquez avec un exemple concret.
mathématiques,2020,2,Calculer une drive simple. Illustrez par un schma simple.
mathématiques,2020,3,Calculer une limite. Donnez deux exemples prcis.
mathématiques,2020,4,Calculer un sinus. Donnez deux exemples prcis.
mathématiques,2020,5,Dterminer une primitive. Rsumez en quelques lignes.
mathématiques,2020,6,Factoriser une expression. Rsumez en quelques lignes.
mathématiques,2020,7,Dterminer une primitive. Rsumez en quelques lignes.
mathématiques,2020,8,Dfinir une suite gomtrique. Illustrez par un schma simple.
mathématiques,2020,9,Dfinir une suite gomtrique. Donnez une dfinition complte.
mathématiques,2020,10,Rsoudre une inquation. Donnez une application pratique.
mathématiques,2020,11,Calculer une limite. Illustrez par un schma simple.
mathématiques,2020,12,Dterminer une image par fonction. Prsentez les avantages et limites.
mathématiques,2020,13,noncer le thorme de Pythagore. Rsumez en quelques lignes.
mathématiques,2020,14,noncer le thorme de Pythagore. Illustrez par un schma simple.
mathématiques,2020,15,Tracer un tableau de signe. Prsentez les avantages et limites.
mathématiques,2020,16,Rsoudre une quation logarithmique. Donnez une dfinition complte.
mathématiques,2020,17,Calculer une aire. Expliquez selon le programme de finaliste.
mathématiques,2020,18,Tracer un tableau de signe. Donnez deux exemples prcis.
mathématiques,2020,19,Rsoudre un systme d’quations. Rsumez en quelques lignes.
mathématiques,2020,20,Calculer le discriminant. Prsentez les tapes principales.
