matiere,annee,num_question,texte_question
autre,2025,1,Conjuguer un verbe au pass simple. Donnez une application pratique.
autre,2025,2,Expliquer le rle du narrateur. Rsumez en quelques lignes.
autre,2025,3,Dfinir le complment d’objet direct. Donnez deux exemples prcis.
autre,2025,4,Accorder un participe pass. Donnez deux exemples prcis.
autre,2025,5,Dfinir une proposition subordonne. Rsumez en quelques lignes.
autre,2025,6,Identifier un champ lexical. Expliquez selon le programme de finaliste.
autre,2025,7,Donner un antonyme. Expliquez avec un exemple concret.
autre,2025,8,Transformer une phrase active en passive. Donnez une dfinition complte.
autre,2025,9,Transformer une phrase active en passive. Expliquez selon le programme de finaliste.
autre,2025,10,Rdiger une introduction. Prsentez les avantages et limites.
autre,2025,11,Transformer une phrase active en passive. Illustrez par un schma simple.
autre,2025,12,Donner un synonyme. Prsentez les tapes principales.
autre,2025,13,Transformer un discours direct. Prsentez les avantages et limites.
autre,2025,14,Dfinir le registre soutenu. Donnez deux exemples prcis.
autre,2025,15,Accorder un participe pass. Prsentez les tapes principales.
autre,2025,16,Donner un antonyme. Donnez une application pratique.
autre,2025,17,Diffrencier auteur et narrateur. Comparez avec une notion proche.
autre,2025,18,Identifier un temps verbal. Prsentez les tapes principales.
autre,2025,19,Rdiger un paragraphe argumentatif. Expliquez avec un exemple concret.
autre,2025,20,Dfinir le genre thtral. Prsentez les avantages et limites.
