matiere,annee,num_question,texte_question
physique-chimie,2023,1,Dfinir un acide. Donnez une dfinition complte.
physique-chimie,2023,2,Calculer une densit. Comparez avec une notion proche.
physique-chimie,2023,3,Calculer une densit. Donnez deux exemples prcis.
physique-chimie,2023,4,Dfinir l’vaporation. Comparez avec une notion proche.
physique-chimie,2023,5,Expliquer la fusion. Expliquez avec un exemple concret.
physique-chimie,2023,6,Diffrencier masse et poids. Expliquez selon le programme de finaliste.
physique-chimie,2023,7,Calculer un travail mcanique. Donnez deux exemples prcis.
physique-chimie,2023,8,Dfinir un acide. Donnez une dfinition complte.
physique-chimie,2023,9,Donner la composition du noyau. Rsumez en quelques lignes.
physique-chimie,2023,10,Donner la composition du noyau. Rsumez en quelques lignes.
physique-chimie,2023,11,Donner la composition du noyau. Comparez avec une notion proche.
physique-chimie,2023,12,Dfinir l’vaporation. Illustrez par un schma simple.
physique-chimie,2023,13,Expliquer la fusion. Prsentez les avantages et limites.
physique-chimie,2023,14,Donner la composition du noyau. Prsentez les avantages et limites.
physique-chimie,2023,15,Dfinir l’nergie cintique. Expliquez avec un exemple concret.
physique-chimie,2023,16,noncer la loi d’Ohm. Expliquez avec un exemple concret.
physique-chimie,2023,17,Calculer un travail mcanique. Comparez avec une notion proche.
physique-chimie,2023,18,Dfinir un acide. Donnez une application pratique.
physique-chimie,2023,19,noncer la loi d’Ohm. Donnez deux exemples prcis.
physique-chimie,2023,20,Dfinir l’nergie cintique. Expliquez avec un exemple concret.
