matiere,annee,num_question,texte_question
physique-chimie,2022,1,Dfinir une raction chimique. Expliquez selon le programme de finaliste.
physique-chimie,2022,2,Dfinir la vitesse. Prsentez les avantages et limites.
physique-chimie,2022,3,Donner la formule de la puissance lectrique. Donnez une dfinition complte.
physique-chimie,2022,4,Dfinir un acide. Donnez deux exemples prcis.
physique-chimie,2022,5,Donner la formule de la puissance lectrique. Donnez une dfinition complte.
physique-chimie,2022,6,Donner la composition du noyau. Expliquez selon le programme de finaliste.
physique-chimie,2022,7,quilibrer une quation chimique. Comparez avec une notion proche.
physique-chimie,2022,8,Calculer une densit. Expliquez selon le programme de finaliste.
physique-chimie,2022,9,Donner la formule de la puissance lectrique. Prsentez les avantages et limites.
physique-chimie,2022,10,Dfinir l’nergie cintique. Comparez avec une notion proche.
physique-chimie,2022,11,Dfinir un acide. Donnez deux exemples prcis.
physique-chimie,2022,12,Donner la composition du noyau. Donnez une dfinition complte.
physique-chimie,2022,13,Citer des mtaux conducteurs. Prsentez les tapes principales.
physique-chimie,2022,14,Citer les tats de la matire. Prsentez les avantages et limites.
physique-chimie,2022,15,Citer des mtaux conducteurs. Prsentez les tapes principales.
physique-chimie,2022,16,quilibrer une quation chimique. Donnez deux exemples prcis.
physique-chimie,2022,17,Donner la formule de la puissance lectrique. Donnez deux exemples prcis.
physique-chimie,2022,18,noncer la loi d’Ohm. Prsentez les avantages et limites.
physique-chimie,2022,19,Dfinir la vitesse. Expliquez selon le programme de finaliste.
physique-chimie,2022,20,Dfinir la vitesse. Donnez une dfinition complte.
