matiere,annee,num_question,texte_question
mathématiques,2018,1,Dfinir une suite arithmtique. Prsentez les avantages et limites.
mathématiques,2018,2,Calculer un sinus. Donnez une dfinition complte.
mathématiques,2018,3,Dterminer une quation de droite. Illustrez par un schma simple.
mathématiques,2018,4,Calculer un sinus. Illustrez par un schma simple.
mathématiques,2018,5,Dfinir une suite arithmtique. Prsentez les avantages et limites.
mathématiques,2018,6,Rsoudre un systme d’quations. Expliquez selon le programme de finaliste.
mathématiques,2018,7,Dfinir une suite gomtrique. Comparez avec une notion proche.
mathématiques,2018,8,Dterminer une quation de droite. Illustrez par un schma simple.
mathématiques,2018,9,Dterminer une quation de droite. Illustrez par un schma simple.
mathématiques,2018,10,Calculer une moyenne. Donnez une dfinition complte.
mathématiques,2018,11,Calculer une moyenne. Donnez deux exemples prcis.
mathématiques,2018,12,noncer le thorme de Pythagore. Expliquez selon le programme de finaliste.
mathématiques,2018,13,Calculer une limite. Comparez avec une notion proche.
mathématiques,2018,14,Rsoudre une quation logarithmique. Donnez une dfinition complte.
mathématiques,2018,15,Rsoudre une inquation. Expliquez selon le programme de finaliste.
mathématiques,2018,16,Dfinir une suite arithmtique. Donnez une application pratique.
mathématiques,2018,17,Rsoudre une quation du second degr. Rsumez en quelques lignes.
mathématiques,2018,18,Calculer une aire. Prsentez les avantages et limites.
mathématiques,2018,19,Calculer un volume. Illustrez par un schma simple.
mathématiques,2018,20,Dterminer une image par fonction. Prsentez les avantages et limites.
