matiere,annee,num_question,texte_question
histoire-géo,2025,1,Expliquer le changement climatique. Donnez une application pratique.
histoire-géo,2025,2,Citer des organisations internationales. Donnez deux exemples prcis.
histoire-géo,2025,3,Citer des organisations internationales. Donnez une application pratique.
histoire-géo,2025,4,Citer les ocans du monde. Donnez deux exemples prcis.
histoire-géo,2025,5,Expliquer l’urbanisation. Expliquez avec un exemple concret.
histoire-géo,2025,6,Citer les ressources minires de la RDC. Comparez avec une notion proche.
histoire-géo,2025,7,Expliquer l’urbanisation. Prsentez les tapes principales.
histoire-géo,2025,8,Dfinir la savane. Prsentez les avantages et limites.
histoire-géo,2025,9,Citer les provinces de la RDC. Comparez avec une notion proche.
histoire-géo,2025,10,Citer les royaumes africains anciens. Expliquez avec un exemple concret.
histoire-géo,2025,11,Expliquer les migrations. Donnez deux exemples prcis.
histoire-géo,2025,12,Citer les pays voisins de la RDC. Illustrez par un schma simple.
histoire-géo,2025,13,Expliquer l’urbanisation. Comparez avec une notion proche.
histoire-géo,2025,14,Dfinir la dmocratie. Donnez une application pratique.
histoire-géo,2025,15,"Expliquer les consquences de la Seconde Guerre mondiale. Expliquez selon le programme de
finaliste."
histoire-géo,2025,16,Dfinir la savane. Donnez une application pratique.
histoire-géo,2025,17,Citer des organisations internationales. Donnez une application pratique.
histoire-géo,2025,18,Dfinir latitude et longitude. Rsumez en quelques lignes.
histoire-géo,2025,19,Dfinir la savane. Donnez deux exemples prcis.
histoire-géo,2025,20,Expliquer le rle de l’ONU. Prsentez les tapes principales.
