matiere,annee,num_question,texte_question
mathématiques,2025,1,Calculer un sinus. Illustrez par un schma simple.
mathématiques,2025,2,Dfinir une suite arithmtique. Rsumez en quelques lignes.
mathématiques,2025,3,Calculer une drive simple. Comparez avec une notion proche.
mathématiques,2025,4,Dvelopper une expression. Comparez avec une notion proche.
mathématiques,2025,5,noncer le thorme de Pythagore. Prsentez les tapes principales.
mathématiques,2025,6,Calculer une limite. Donnez une dfinition complte.
mathématiques,2025,7,Calculer le discriminant. Rsumez en quelques lignes.
mathématiques,2025,8,Calculer une limite. Expliquez avec un exemple concret.
mathématiques,2025,9,Calculer un sinus. Expliquez avec un exemple concret.
mathématiques,2025,10,Calculer un volume. Comparez avec une notion proche.
mathématiques,2025,11,Calculer une moyenne. Expliquez selon le programme de finaliste.
mathématiques,2025,12,noncer le thorme de Pythagore. Rsumez en quelques lignes.
mathématiques,2025,13,Calculer une moyenne. Donnez une application pratique.
mathématiques,2025,14,Rsoudre un systme d’quations. Prsentez les avantages et limites.
mathématiques,2025,15,Tracer un tableau de signe. Donnez une application pratique.
mathématiques,2025,16,Dterminer une primitive. Illustrez par un schma simple.
mathématiques,2025,17,Calculer un sinus. Rsumez en quelques lignes.
mathématiques,2025,18,Calculer le discriminant. Donnez une application pratique.
mathématiques,2025,19,Calculer une aire. Illustrez par un schma simple.
mathématiques,2025,20,Calculer une drive simple. Expliquez avec un exemple concret.
