matiere,annee,num_question,texte_question
physique-chimie,2025,1,Dfinir l’nergie cintique. Prsentez les avantages et limites.
physique-chimie,2025,2,Dfinir la tension lectrique. Donnez une dfinition complte.
physique-chimie,2025,3,Dfinir l’vaporation. Donnez deux exemples prcis.
physique-chimie,2025,4,Donner la composition du noyau. Illustrez par un schma simple.
physique-chimie,2025,5,Dfinir l’vaporation. Prsentez les avantages et limites.
physique-chimie,2025,6,Citer des mtaux conducteurs. Illustrez par un schma simple.
physique-chimie,2025,7,Calculer une densit. Expliquez selon le programme de finaliste.
physique-chimie,2025,8,Citer des mtaux conducteurs. Prsentez les tapes principales.
physique-chimie,2025,9,Dfinir la vitesse. Comparez avec une notion proche.
physique-chimie,2025,10,Expliquer la fusion. Donnez une dfinition complte.
physique-chimie,2025,11,Calculer une pression. Prsentez les avantages et limites.
physique-chimie,2025,12,Donner la composition du noyau. Comparez avec une notion proche.
physique-chimie,2025,13,Calculer une pression. Prsentez les avantages et limites.
physique-chimie,2025,14,Dfinir une raction chimique. Donnez une dfinition complte.
physique-chimie,2025,15,Calculer une densit. Donnez une application pratique.
physique-chimie,2025,16,Calculer une densit. Comparez avec une notion proche.
physique-chimie,2025,17,Diffrencier masse et poids. Donnez une dfinition complte.
physique-chimie,2025,18,Calculer une densit. Donnez une dfinition complte.
physique-chimie,2025,19,Expliquer la rfraction. Donnez une application pratique.
physique-chimie,2025,20,Dfinir l’vaporation. Rsumez en quelques lignes.
