matiere,annee,num_question,texte_question
physique-chimie,2021,1,Dfinir un acide. Donnez une application pratique.
physique-chimie,2021,2,Dfinir l’vaporation. Expliquez avec un exemple concret.
physique-chimie,2021,3,Citer des mtaux conducteurs. Expliquez avec un exemple concret.
physique-chimie,2021,4,Diffrencier masse et poids. Donnez une dfinition complte.
physique-chimie,2021,5,Donner la formule de la puissance lectrique. Donnez une dfinition complte.
physique-chimie,2021,6,Calculer une pression. Expliquez avec un exemple concret.
physique-chimie,2021,7,Calculer un travail mcanique. Rsumez en quelques lignes.
physique-chimie,2021,8,Dfinir la gravitation. Expliquez selon le programme de finaliste.
physique-chimie,2021,9,Diffrencier masse et poids. Expliquez avec un exemple concret.
physique-chimie,2021,10,Donner la composition du noyau. Expliquez selon le programme de finaliste.
physique-chimie,2021,11,Expliquer la fusion. Donnez une application pratique.
physique-chimie,2021,12,Dfinir la vitesse. Prsentez les avantages et limites.
physique-chimie,2021,13,Citer des mtaux conducteurs. Donnez une dfinition complte.
physique-chimie,2021,14,Calculer une densit. Expliquez selon le programme de finaliste.
physique-chimie,2021,15,Expliquer la fusion. Donnez une dfinition complte.
physique-chimie,2021,16,Dfinir la tension lectrique. Prsentez les tapes principales.
physique-chimie,2021,17,Diffrencier masse et poids. Prsentez les tapes principales.
physique-chimie,2021,18,Dfinir un atome. Prsentez les avantages et limites.
physique-chimie,2021,19,Calculer une densit. Expliquez avec un exemple concret.
physique-chimie,2021,20,Dfinir la gravitation. Donnez une dfinition complte.
