matiere,annee,num_question,texte_question
autre,2021,1,Rdiger une introduction. Prsentez les tapes principales.
autre,2021,2,Dfinir le registre soutenu. Prsentez les avantages et limites.
autre,2021,3,Accorder un participe pass. Donnez une dfinition complte.
autre,2021,4,Dfinir une proposition subordonne. Donnez une dfinition complte.
autre,2021,5,Donner un exemple de mtaphore. Donnez une application pratique.
autre,2021,6,Donner un exemple de mtaphore. Expliquez avec un exemple concret.
autre,2021,7,Donner un antonyme. Expliquez selon le programme de finaliste.
autre,2021,8,Expliquer le rle du narrateur. Prsentez les tapes principales.
autre,2021,9,Transformer un discours direct. Illustrez par un schma simple.
autre,2021,10,Identifier une figure de style. Expliquez selon le programme de finaliste.
autre,2021,11,Conjuguer un verbe au pass simple. Prsentez les tapes principales.
autre,2021,12,Transformer une phrase active en passive. Donnez deux exemples prcis.
autre,2021,13,Dfinir une proposition subordonne. Donnez une dfinition complte.
autre,2021,14,Rdiger un paragraphe argumentatif. Rsumez en quelques lignes.
autre,2021,15,Expliquer le rle du narrateur. Expliquez selon le programme de finaliste.
autre,2021,16,Transformer un discours direct. Expliquez selon le programme de finaliste.
autre,2021,17,Donner un antonyme. Donnez une application pratique.
autre,2021,18,Dfinir le complment d’objet direct. Donnez une dfinition complte.
autre,2021,19,Donner un exemple de mtaphore. Donnez une dfinition complte.
autre,2021,20,Dfinir le genre thtral. Donnez une dfinition complte.
